M,P,option,depth,num_deleted,num_remaining_relu,deleted_set_str,is_leaf,is_rejected,reject_reason,parent_set_str,added_relu,num_clusters,edge_types,weighted_edges_total,num_self_absorbed_edges,num_fixed_nodes,fixed_collision,num_scc_ge3,largest_scc_size,cycle_penalty_ge3,is_minimal_num_clusters
20,10,_original_nint128_seed21,1,1,9,0,False,False,,,0,24.0,50.0,784.0,7.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed21,1,1,9,1,False,False,,,1,25.0,50.0,912.0,5.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed21,1,1,9,2,False,False,,,2,25.0,50.0,922.0,6.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed21,1,1,9,3,False,False,,,3,21.0,43.0,871.0,10.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed21,1,1,9,4,False,False,,,4,24.0,51.0,790.0,6.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed21,1,1,9,5,False,False,,,5,27.0,55.0,815.0,3.0,5.0,False,1.0,27.0,27.0,False
20,10,_original_nint128_seed21,1,1,9,6,False,False,,,6,26.0,51.0,898.0,5.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed21,1,1,9,8,False,False,,,8,29.0,59.0,808.0,2.0,5.0,False,1.0,29.0,29.0,False
20,10,_original_nint128_seed21,1,1,9,9,False,False,,,9,26.0,51.0,918.0,4.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed21,2,2,8,0;2,False,False,,0,2,20.0,42.0,751.0,14.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed21,2,2,8,1;2,False,False,,1,2,20.0,39.0,880.0,11.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed21,2,2,8,2;3,False,False,,3,2,18.0,37.0,838.0,17.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed21,2,2,8,2;4,False,False,,2,4,21.0,42.0,758.0,12.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed21,2,2,8,2;5,False,False,,2,5,22.0,44.0,783.0,9.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed21,2,2,8,2;6,False,False,,2,6,21.0,40.0,866.0,11.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed21,2,2,8,2;8,False,False,,2,8,24.0,48.0,776.0,8.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed21,2,2,8,2;9,False,False,,2,9,21.0,40.0,886.0,10.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed21,2,2,8,0;9,False,False,,0,9,20.0,40.0,748.0,11.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed21,2,2,8,1;9,False,False,,1,9,22.0,42.0,875.0,10.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed21,2,2,8,3;9,False,False,,3,9,18.0,36.0,832.0,15.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed21,2,2,8,4;9,False,False,,4,9,20.0,41.0,754.0,10.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed21,2,2,8,5;9,False,False,,9,5,23.0,45.0,779.0,7.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed21,2,2,8,6;9,False,False,,6,9,23.0,44.0,860.0,10.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed21,2,2,8,8;9,False,False,,9,8,25.0,49.0,772.0,6.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed21,2,2,8,0;8,False,False,,0,8,23.0,48.0,638.0,9.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed21,2,2,8,1;8,False,False,,1,8,24.0,48.0,766.0,7.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed21,2,2,8,3;8,False,False,,3,8,20.0,41.0,725.0,12.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed21,2,2,8,4;8,False,False,,4,8,23.0,49.0,644.0,8.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed21,2,2,8,5;8,False,False,,5,8,26.0,53.0,669.0,5.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed21,2,2,8,6;8,False,False,,6,8,25.0,49.0,752.0,7.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed21,2,2,8,0;3,False,False,,3,0,16.0,34.0,700.0,18.0,5.0,False,1.0,16.0,16.0,False
20,10,_original_nint128_seed21,2,2,8,1;3,False,False,,3,1,17.0,33.0,829.0,15.0,5.0,False,1.0,17.0,17.0,False
20,10,_original_nint128_seed21,2,2,8,3;4,False,False,,3,4,17.0,35.0,707.0,16.0,5.0,False,1.0,17.0,17.0,False
20,10,_original_nint128_seed21,2,2,8,3;5,False,False,,3,5,18.0,37.0,732.0,13.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed21,2,2,8,3;6,False,False,,3,6,18.0,35.0,815.0,15.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed21,2,2,8,0;1,False,False,,0,1,19.0,39.0,742.0,12.0,5.0,False,1.0,19.0,19.0,False
20,10,_original_nint128_seed21,2,2,8,1;4,False,False,,1,4,19.0,40.0,748.0,11.0,5.0,False,1.0,19.0,19.0,False
20,10,_original_nint128_seed21,2,2,8,1;5,False,False,,1,5,23.0,47.0,770.0,9.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed21,2,2,8,1;6,False,False,,1,6,22.0,43.0,854.0,11.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed21,2,2,8,0;6,False,False,,0,6,20.0,40.0,728.0,12.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed21,2,2,8,4;6,False,False,,4,6,20.0,41.0,734.0,11.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed21,2,2,8,5;6,False,False,,6,5,23.0,45.0,759.0,8.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed21,2,2,8,0;5,False,False,,0,5,22.0,45.0,645.0,10.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed21,2,2,8,4;5,False,False,,4,5,21.0,45.0,651.0,9.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed21,2,2,8,0;4,False,False,,0,4,19.0,41.0,620.0,13.0,5.0,False,1.0,19.0,19.0,False
20,10,_original_nint128_seed21,3,3,7,0;2;8,False,False,,0;2,8,19.0,40.0,605.0,16.0,5.0,False,1.0,19.0,19.0,False
20,10,_original_nint128_seed21,3,3,7,1;2;8,False,False,,1;2,8,19.0,37.0,734.0,13.0,5.0,False,1.0,19.0,19.0,False
