M,P,option,depth,num_deleted,num_remaining_relu,deleted_set_str,is_leaf,is_rejected,reject_reason,parent_set_str,added_relu,num_clusters,edge_types,weighted_edges_total,num_self_absorbed_edges,num_fixed_nodes,fixed_collision,num_scc_ge3,largest_scc_size,cycle_penalty_ge3,is_minimal_num_clusters
20,10,_original_nint128_seed28,1,1,9,0,False,False,,,0,32.0,71.0,1000.0,13.0,5.0,False,1.0,32.0,32.0,False
20,10,_original_nint128_seed28,1,1,9,1,False,False,,,1,38.0,90.0,1191.0,4.0,5.0,False,1.0,38.0,38.0,False
20,10,_original_nint128_seed28,1,1,9,2,False,False,,,2,29.0,69.0,1229.0,13.0,5.0,False,1.0,29.0,29.0,False
20,10,_original_nint128_seed28,1,1,9,3,False,False,,,3,37.0,91.0,1189.0,3.0,5.0,False,1.0,37.0,37.0,False
20,10,_original_nint128_seed28,1,1,9,4,False,False,,,4,35.0,83.0,1297.0,8.0,5.0,False,1.0,35.0,35.0,False
20,10,_original_nint128_seed28,1,1,9,5,False,False,,,5,36.0,85.0,1335.0,6.0,5.0,False,1.0,36.0,36.0,False
20,10,_original_nint128_seed28,1,1,9,6,False,False,,,6,30.0,71.0,1242.0,14.0,5.0,False,1.0,30.0,30.0,False
20,10,_original_nint128_seed28,1,1,9,7,False,False,,,7,37.0,86.0,1310.0,5.0,5.0,False,1.0,37.0,37.0,False
20,10,_original_nint128_seed28,1,1,9,8,False,False,,,8,37.0,85.0,1330.0,5.0,5.0,False,1.0,37.0,37.0,False
20,10,_original_nint128_seed28,1,1,9,9,False,False,,,9,32.0,74.0,1265.0,10.0,5.0,False,1.0,32.0,32.0,False
20,10,_original_nint128_seed28,2,2,8,0;2,False,False,,2,0,22.0,47.0,854.0,27.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed28,2,2,8,1;2,False,False,,2,1,27.0,64.0,1048.0,17.0,5.0,False,1.0,27.0,27.0,False
20,10,_original_nint128_seed28,2,2,8,2;3,False,False,,2,3,26.0,63.0,1046.0,16.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed28,2,2,8,2;4,False,False,,2,4,25.0,60.0,1154.0,21.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed28,2,2,8,2;5,False,False,,2,5,25.0,60.0,1192.0,19.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed28,2,2,8,2;6,False,False,,2,6,18.0,43.0,1099.0,27.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed28,2,2,8,2;7,False,False,,2,7,26.0,62.0,1166.0,19.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed28,2,2,8,2;8,False,False,,2,8,26.0,61.0,1186.0,19.0,5.0,False,1.0,26.0,26.0,False
