k,edge_types_min_obj,cut_edges_total,boundary_nodes,size_min,size_max,size_mean,size_std,mean_dist_to_seed_avg,mean_dist_to_seed_max,radius_to_seed_avg,radius_to_seed_max,traj_unique_edge_types,traj_transitions,traj_switch_rate,M,P,option,epoch,T_gen,CLUSTER_SOLVER,COMPACTNESS_PENALTY_LAMBDA,max_cluster_compactness,mean_cluster_compactness,edge_types_solver_reported,edge_types_gap,n_symbols_nodes,n_transitions_edges
5,8,21,22,1,13,5.8,5.1536394906900505,0.7496503496503497,1.3846153846153846,1.4,3.0,8,196,0.004900122503062577,20,10,_original_nint128_seed22,2000,40000,heuristic,0.5,1.3846153846153846,0.7496503496503497,8,0,29,61
