k,edge_types_min_obj,cut_edges_total,boundary_nodes,size_min,size_max,size_mean,size_std,mean_dist_to_seed_avg,mean_dist_to_seed_max,radius_to_seed_avg,radius_to_seed_max,traj_unique_edge_types,traj_transitions,traj_switch_rate,M,P,option,epoch,T_gen,CLUSTER_SOLVER,COMPACTNESS_PENALTY_LAMBDA,max_cluster_compactness,mean_cluster_compactness,edge_types_solver_reported,edge_types_gap,n_symbols_nodes,n_transitions_edges
5,8,23,21,2,14,6.6,4.223742416388575,0.9904761904761905,1.3571428571428572,1.8,3.0,8,386,0.009650241256031401,20,10,_original_nint128_seed13,2000,40000,heuristic,0.5,1.3571428571428572,0.9904761904761905,8,0,33,77
