tag,M,P,seed,source_seed,retrain_seed,candidate_id,P_original,P_effective,num_deleted,num_clusters,minimal_num_clusters,deleted_set_str,distill_mode,distill_lambda,symbol_margin,distill_auto_lambda,distill_grad_ratio_alpha,grad_norm_out_initial,grad_norm_aux_initial,distill_lambda_effective,r_anchor,r_local,r_bridge,r_long,n_interleave,num_epochs,batch_episodes,segment_len,max_bridge_len,input_sigma,state_sigma,lr_start,lr_end,lr_fixed,target_fp_count,fp_count_weight,lambda_target_fp_residual,target_fp_residual_ramp_epochs,fp_hidden_lr_mult,final_loss,best_Dstsp,best_DH,final_vis_fps,final_traj_loss,final_target_fp_residual,ckpt
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand4_reducedp4_distsym_ga0p1_rseed0,20,12,5,5,0,4,12,4,8,5,5,0;1;2;6;7;8;9;11,symbol,1.0,1.0,True,0.1,426677.60381815216,451.7532885230679,94.44925242561101,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,8.196111,7.3631,0.0354,5,0.480018,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand4_reducedp4_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed24_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0,20,12,24,24,0,4,12,3,9,5,5,0;1;2;4;5;7;9;10;11,full_preactivation,1.0,,True,0.1,3073725741.8979607,199641207.98363256,1.5396248965544017,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.133693,1.2211,0.0082,5,0.118130,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed24_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed18_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0,20,12,18,18,0,5,12,3,9,5,5,0;1;3;4;5;6;9;10;11,full_preactivation,1.0,,True,0.1,25599654.013021972,1281217.369698054,1.9980726626470164,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.562921,3.4243,0.0250,2,0.373196,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed18_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed10_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0,20,12,10,10,0,5,12,3,9,5,5,0;1;2;4;5;6;7;9;10,full_preactivation,1.0,,True,0.1,4458.232329073935,46.27446260722433,9.634325452712709,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.120055,1.1423,0.0109,5,0.070161,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed10_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand4_reducedp3_distsym_ga0p1_rseed0,20,12,4,4,0,4,12,3,9,5,5,0;2;3;4;5;6;7;8;10,symbol,1.0,1.0,True,0.1,4352.132959466542,11.260710513327018,38.64883085588089,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,7.544107,4.1922,0.0386,5,0.486050,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand4_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand5_reducedp4_distsym_ga0p1_rseed0,20,12,5,5,0,5,12,4,8,5,5,0;1;2;6;7;8;10;11,symbol,1.0,1.0,True,0.1,985.050001457334,5.558196106531681,17.722476547734278,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.378466,3.7303,0.0177,5,0.183401,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand5_reducedp4_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed0_minsym5_cand4_reducedp3_distsym_ga0p1_rseed0,20,12,0,0,0,4,12,3,9,5,5,1;3;4;5;6;7;8;9;10,symbol,1.0,1.0,True,0.1,5835.398590244821,12.029631528118433,48.50853973876502,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,7.957628,7.7602,0.0518,3,0.782264,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed0_minsym5_cand4_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed6_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0,20,12,6,6,0,3,12,3,9,5,5,0;1;2;3;4;5;9;10;11,symbol,1.0,1.0,True,0.1,7355.617668234939,23.19279372254307,31.71509976861936,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,3.178204,5.5841,0.0295,4,0.349010,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed6_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0,20,12,4,4,0,3,12,3,9,5,5,0;2;3;4;5;6;7;8;9,symbol,1.0,1.0,True,0.1,51393099.92745719,1329.3729265821864,3865.9655917311825,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1149.419556,7.8277,0.0620,2,2.009265,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed6_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0,20,12,6,6,0,2,12,3,9,5,5,0;1;2;3;4;5;7;9;10,symbol,1.0,1.0,True,0.1,7142.997932853544,36.87914305219899,19.368665705553685,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,2.296735,2.9889,0.0256,5,0.278094,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed6_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand2_reducedp4_distsym_ga0p1_rseed0,20,12,5,5,0,2,12,4,8,5,5,0;1;2;4;6;7;8;10,symbol,1.0,1.0,True,0.1,10257455.597373843,54.0904136699868,18963.536977098804,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,3919.522217,8.3219,0.1977,1,3.102637,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand2_reducedp4_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed25_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0,20,12,25,25,0,4,12,3,9,5,5,0;1;2;3;6;8;9;10;11,full_preactivation,1.0,,True,0.1,1.642355610957393e+16,4.521314176024937e+16,0.03632473982158268,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.435903,3.5081,0.0448,2,1.430059,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed25_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed0_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0,20,12,0,0,0,1,12,3,9,5,5,1;2;3;4;5;6;8;9;10,symbol,1.0,1.0,True,0.1,5889.104897200794,13.194819574990857,44.631947134483106,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,10.824574,5.5277,0.0666,2,0.741195,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed0_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0,20,12,3,3,0,1,12,3,9,5,5,0;1;2;3;4;5;6;8;10,symbol,1.0,1.0,True,0.1,6135256308483.41,508250.671003984,1207131.9643049361,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,262477.375000,5.2084,0.5970,1,1.145007,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0,20,12,3,3,0,0,12,3,9,5,5,0;1;2;3;4;5;6;7;8,symbol,1.0,1.0,True,0.1,40177110316.722,76196.96770213365,52727.964810595695,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,5956.320312,6.4152,0.3935,1,1.160453,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0,20,12,3,3,0,3,12,3,9,5,5,0;1;2;3;5;6;8;10;11,symbol,1.0,1.0,True,0.1,14289856828.545301,72993.10004205877,19576.996757654437,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,2087.791504,7.5075,0.1571,3,1.313376,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand1_reducedp4_distsym_ga0p1_rseed0,20,12,5,5,0,1,12,4,8,5,5,0;1;2;4;6;7;8;9,symbol,1.0,1.0,True,0.1,2665446841.7992306,3685.715732783882,72318.29677179076,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,10657.010742,8.1140,0.0800,3,1.491354,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand1_reducedp4_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0,20,12,5,5,0,3,12,3,9,5,5,0;1;2;5;6;8;9;10;11,symbol,1.0,1.0,True,0.1,2527290112.025607,12248.403957250921,20633.628028976615,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,4756.585449,7.6479,0.0698,3,12.280900,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0,20,12,4,4,0,1,12,3,9,5,5,0;1;2;3;5;6;7;8;10,symbol,1.0,1.0,True,0.1,960209.2307325524,366.7562169209221,261.81130310316854,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,119.715889,10.4470,0.1775,1,3.430089,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0,20,12,3,3,0,2,12,3,9,5,5,0;1;2;3;5;6;7;8;11,symbol,1.0,1.0,True,0.1,14348871248.517889,50142.598680693896,28616.130049204152,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,3428.847168,7.3442,0.1523,3,1.475556,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed3_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand5_reducedp3_distsym_ga0p1_rseed0,20,12,4,4,0,5,12,3,9,5,5,0;3;4;5;6;7;8;9;10,symbol,1.0,1.0,True,0.1,156756637.45624676,1818.9397619002875,8618.022473293975,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,2638.435303,4.9090,0.0574,5,1.597219,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand5_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0,20,12,4,4,0,0,12,3,9,5,5,0;1;2;3;5;6;7;8;9,symbol,1.0,1.0,True,0.1,412062342.08006924,5186.866196503403,7944.341081284317,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,2812.968750,9.5404,0.2634,1,5.678186,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0,20,12,7,7,0,0,12,3,9,5,5,0;1;2;3;5;6;8;9;11,symbol,1.0,1.0,True,0.1,2078466.6365299204,115.98346625260743,1792.0370063807923,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,173.554810,7.5634,0.0332,5,2.282202,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed6_minsym5_cand5_reducedp3_distsym_ga0p1_rseed0,20,12,6,6,0,5,12,3,9,5,5,0;1;2;3;4;6;9;10;11,symbol,1.0,1.0,True,0.1,7475.11760986073,10.14017582855199,73.71783030440247,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,16.405994,9.2965,0.0390,3,0.906243,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed6_minsym5_cand5_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0,20,12,5,5,0,0,12,3,9,5,5,0;1;2;4;5;6;8;9;10,symbol,1.0,1.0,True,0.1,122598731444124.89,443526.4318436952,27641809.516175665,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,7089199.000000,8.7228,0.1743,2,37.277046,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed0_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0,20,12,0,0,0,3,12,3,9,5,5,1;2;3;5;6;7;8;9;10,symbol,1.0,1.0,True,0.1,5987.712638121401,12.817054962324889,46.71675869161461,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,8.541649,4.5398,0.0541,4,0.664111,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed0_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0,20,12,4,4,0,2,12,3,9,5,5,0;1;3;5;6;7;8;9;10,symbol,1.0,1.0,True,0.1,691915786.7348152,7379.046130953131,9376.764617752055,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,46600644269703168.000000,7.5802,0.1779,0,46600420931403776.000000,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed4_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0,20,12,7,7,0,1,12,3,9,5,5,0;1;2;3;5;6;8;10;11,symbol,1.0,1.0,True,0.1,2766277.275334488,65.84082911186043,4201.461786932655,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,903.407288,9.1824,0.1124,4,5.651273,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand1_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0,20,12,7,7,0,2,12,3,9,5,5,0;1;3;5;6;7;8;9;11,symbol,1.0,1.0,True,0.1,7628.601870592016,12.188651152800599,62.58774473858462,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,8.010233,6.1487,0.0195,2,0.586202,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand2_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0,20,12,7,7,0,3,12,3,9,5,5,0;1;3;5;6;7;8;10;11,symbol,1.0,1.0,True,0.1,11634.76868592582,15.953908820703377,72.92738611384476,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,12.931142,3.1650,0.0196,3,0.661036,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed7_minsym5_cand3_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed8_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0,20,12,8,8,0,0,12,3,9,5,5,0;1;2;3;5;6;8;9;10,symbol,1.0,1.0,True,0.1,3515860434554.1084,2095440.4089031022,167786.2285949975,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,26401.677734,7.8830,0.1143,2,8.329340,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed8_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed9_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0,20,12,9,9,0,0,12,3,9,5,5,0;1;2;3;4;5;7;8;11,symbol,1.0,1.0,True,0.1,301026.8808196371,95.9847233061298,313.61957450202885,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,75.690491,5.3437,0.0336,5,0.943213,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed9_minsym5_cand0_reducedp3_distsym_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed29_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0,20,12,29,29,0,5,12,3,9,5,5,0;2;3;6;7;8;9;10;11,full_preactivation,1.0,,True,0.1,14749141496.669699,810225510.7589904,1.8203748587048598,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.804626,5.2626,0.0151,4,0.629987,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed29_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed26_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0,20,12,26,26,0,4,12,3,9,5,5,0;3;4;5;6;7;9;10;11,full_preactivation,1.0,,True,0.1,16493.016340257473,170.1799375693946,9.691516271435924,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.368199,2.8337,0.0190,2,0.974955,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed26_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed24_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0,20,12,24,24,0,5,12,3,9,5,5,0;1;3;4;5;6;7;8;11,full_preactivation,1.0,,True,0.1,2900.2895814469975,69.83005896412713,4.153354049059136,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.178915,3.8805,0.0168,3,0.861202,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed24_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed26_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0,20,12,26,26,0,5,12,3,9,5,5,0;3;5;6;7;8;9;10;11,full_preactivation,1.0,,True,0.1,14129.715903018008,170.38280793264815,8.292923490616122,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.318592,2.8231,0.0092,2,0.978296,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed26_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed25_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0,20,12,25,25,0,5,12,3,9,5,5,0;1;2;3;7;8;9;10;11,full_preactivation,1.0,,True,0.1,345292891322028.6,2810627311372370.5,0.012285260657821949,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.712560,3.9556,0.0146,3,0.707633,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed25_minsym5_cand5_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand7_reducedp4_distfullpre_ga0p1_rseed0,20,12,5,5,0,7,12,4,8,5,5,0;2;4;5;6;7;8;10,full_preactivation,1.0,,True,0.1,119182.67327090797,3034.009380650462,3.9282236248510327,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.107413,1.4688,0.0061,4,0.083865,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand7_reducedp4_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand10_reducedp4_distfullpre_ga0p1_rseed0,20,12,5,5,0,10,12,4,8,5,5,1;2;4;6;7;8;9;10,full_preactivation,1.0,,True,0.1,2663577526.530563,169761701.26044273,1.569009680483934,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.096947,1.2838,0.0072,5,0.080424,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p12_seed5_minsym5_cand10_reducedp4_distfullpre_ga0p1_rseed0.pth
