tag,M,P,seed,source_seed,retrain_seed,candidate_id,P_original,P_effective,num_deleted,num_clusters,minimal_num_clusters,deleted_set_str,distill_mode,distill_lambda,symbol_margin,distill_auto_lambda,distill_grad_ratio_alpha,grad_norm_out_initial,grad_norm_aux_initial,distill_lambda_effective,r_anchor,r_local,r_bridge,r_long,n_interleave,num_epochs,batch_episodes,segment_len,max_bridge_len,input_sigma,state_sigma,lr_start,lr_end,lr_fixed,target_fp_count,fp_count_weight,lambda_target_fp_residual,target_fp_residual_ramp_epochs,fp_hidden_lr_mult,final_loss,best_Dstsp,best_DH,final_vis_fps,final_traj_loss,final_target_fp_residual,ckpt
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed23_minsym5_cand1_reducedp3_distfullpre_ga0p1_rseed0,20,10,23,23,0,1,10,3,7,5,5,0;1;3;5;6;7;9,full_preactivation,1.0,,True,0.1,1086.993237710394,66.15961702524251,1.6429859884098887,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.247435,1.7675,0.0158,4,0.189896,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed23_minsym5_cand1_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed22_minsym5_cand0_reducedp3_distfullpre_ga0p1_rseed0,20,10,22,22,0,0,10,3,7,5,5,0;2;3;4;5;7;8,full_preactivation,1.0,,True,0.1,2604.553275635766,120.95000124643931,2.1534131862709853,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.663097,4.4547,0.0209,1,0.470103,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed22_minsym5_cand0_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0,20,10,7,7,0,3,10,3,7,5,5,1;4;5;6;7;8;9,full_preactivation,1.0,,True,0.1,10534498.80080035,82850.68564705727,12.715041183457629,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.173938,1.2405,0.0106,5,0.106378,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0,20,10,10,10,0,3,10,3,7,5,5,0;1;2;4;6;7;8,full_preactivation,1.0,,True,0.1,7750.148377611877,120.24619399806593,6.445233832296154,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.093142,1.2477,0.0089,5,0.057640,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand1_reducedp3_distretpre_ga0p1_rseed0,20,10,28,28,0,1,10,3,7,5,5,0;1;2;3;6;7;9,retained_preactivation,1.0,,True,0.1,5634.351099505603,7.582253627277273,74.30971550773765,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.427736,1.9511,0.0163,5,0.221312,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand1_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0,20,10,26,26,0,2,10,3,7,5,5,0;1;4;5;6;7;9,retained_preactivation,1.0,,True,0.1,5349627855.041227,293148581.37456596,1.8248861481631478,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.071157,1.1284,0.0073,5,0.056200,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand3_reducedp3_distretpre_ga0p1_rseed0,20,10,25,25,0,3,10,3,7,5,5,0;1;2;4;7;8;9,retained_preactivation,1.0,,True,0.1,47498556.29430099,2447437.441766388,1.9407464919724315,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.123371,1.1334,0.0088,5,0.101657,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand3_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand1_reducedp3_distretpre_ga0p1_rseed0,20,10,25,25,0,1,10,3,7,5,5,0;1;2;3;4;8;9,retained_preactivation,1.0,,True,0.1,61792224.75937166,5119069.811602885,1.2070986924091833,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.151752,1.2147,0.0063,5,0.137156,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand1_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0,20,10,25,25,0,2,10,3,7,5,5,0;1;2;4;5;7;8,retained_preactivation,1.0,,True,0.1,1137555.7012471962,62988.02295674948,1.8059873097275891,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.104603,1.3048,0.0161,5,0.082058,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand4_reducedp3_distretpre_ga0p1_rseed0,20,10,25,25,0,4,10,3,7,5,5,0;2;3;4;5;8;9,retained_preactivation,1.0,,True,0.1,1266247.910311405,56289.53273478116,2.2495264195522338,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.205151,1.6503,0.0130,5,0.161057,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand4_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand3_reducedp3_distretpre_ga0p1_rseed0,20,10,24,24,0,3,10,3,7,5,5,0;1;2;3;7;8;9,retained_preactivation,1.0,,True,0.1,19160.495792123962,792.5981504678143,2.4174287791127016,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.177186,1.3407,0.0102,5,0.137196,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand3_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand5_reducedp3_distretpre_ga0p1_rseed0,20,10,26,26,0,5,10,3,7,5,5,0;2;3;4;6;8;9,retained_preactivation,1.0,,True,0.1,17140758346.10336,5410374732.63329,0.31681277532805496,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.208119,7.7781,0.0574,1,1.177900,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand5_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand0_reducedp3_distretpre_ga0p1_rseed0,20,10,28,28,0,0,10,3,7,5,5,0;1;2;3;5;6;9,retained_preactivation,1.0,,True,0.1,533.2925421819389,10.792057182482887,4.941528136521575,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.194791,1.3218,0.0110,5,0.142811,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand0_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0,20,10,28,28,0,2,10,3,7,5,5,0;1;2;5;6;7;9,retained_preactivation,1.0,,True,0.1,354371.37609011255,3348.732255896205,10.582254686565669,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.199405,1.4035,0.0075,5,0.099390,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand4_reducedp3_distretpre_ga0p1_rseed0,20,10,26,26,0,4,10,3,7,5,5,0;2;3;4;5;6;9,retained_preactivation,1.0,,True,0.1,8725501051.190992,939346998.3087877,0.9288900765000043,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.726298,4.4875,0.0308,3,0.603468,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand4_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand0_reducedp3_distretpre_ga0p1_rseed0,20,10,29,29,0,0,10,3,7,5,5,0;1;2;3;5;8;9,retained_preactivation,1.0,,True,0.1,1998.7784433560914,66.95003582338795,2.98547778021923,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.098760,1.1601,0.0064,5,0.062756,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand0_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand5_reducedp3_distretpre_ga0p1_rseed0,20,10,24,24,0,5,10,3,7,5,5,0;1;2;5;7;8;9,retained_preactivation,1.0,,True,0.1,22649.48136271557,383.9380268315,5.8992545098055,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.139609,1.3301,0.0093,5,0.098240,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand5_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0,20,10,29,29,0,2,10,3,7,5,5,1;2;3;5;6;8;9,retained_preactivation,1.0,,True,0.1,1602.3863146467481,15.230090762523531,10.521186903164178,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.334720,1.8289,0.0086,5,0.131713,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand2_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand4_reducedp3_distretpre_ga0p1_rseed0,20,10,24,24,0,4,10,3,7,5,5,0;1;2;5;6;7;9,retained_preactivation,1.0,,True,0.1,60210.08516851641,1274.3056210807392,4.7249328710841105,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.150924,1.3164,0.0129,4,0.111407,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand4_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand3_reducedp3_distretpre_ga0p1_rseed0,20,10,26,26,0,3,10,3,7,5,5,0;1;4;6;7;8;9,retained_preactivation,1.0,,True,0.1,6937836991.805914,160250003.15404698,4.329383373014121,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.474320,3.8433,0.0226,4,0.343453,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand3_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed15_minsym5_cand6_reducedp3_distretpre_ga0p1_rseed0,20,10,15,15,0,6,10,3,7,5,5,2;3;5;6;7;8;9,retained_preactivation,1.0,,True,0.1,68788.5616072905,1002.1375128826196,6.864183879258459,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.293345,3.6168,0.0236,2,0.946168,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed15_minsym5_cand6_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand5_reducedp3_distretpre_ga0p1_rseed0,20,10,25,25,0,5,10,3,7,5,5,0;2;4;5;7;8;9,retained_preactivation,1.0,,True,0.1,5833275.7900911905,343523.2364542463,1.6980731348192577,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.104814,1.2203,0.0109,5,0.081528,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand5_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand6_reducedp3_distretpre_ga0p1_rseed0,20,10,13,13,0,6,10,3,7,5,5,1;2;3;5;7;8;9,retained_preactivation,1.0,,True,0.1,79.12380262195076,3.201272209973729,2.471636194367094,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.056049,1.3707,0.0142,5,0.039184,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand6_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand7_reducedp3_distretpre_ga0p1_rseed0,20,10,13,13,0,7,10,3,7,5,5,2;3;5;6;7;8;9,retained_preactivation,1.0,,True,0.1,75.52791781605598,5.443984596308604,1.3873646495483332,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.069537,1.1344,0.0055,5,0.055473,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand7_reducedp3_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed11_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0,20,10,11,11,0,3,10,3,7,5,5,0;3;4;5;6;8;9,full_preactivation,1.0,,True,0.1,4865.025341981786,45.43434186661738,10.707815150627786,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.206118,1.4962,0.0066,5,0.121933,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed11_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand6_reducedp4_distretpre_ga0p1_rseed0,20,10,6,6,0,6,10,4,6,5,5,0;2;4;5;7;9,retained_preactivation,1.0,,True,0.1,10545661.78220106,345505.827539855,3.052238469403122,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.530275,6.1402,0.0119,3,0.400926,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand6_reducedp4_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand7_reducedp4_distretpre_ga0p1_rseed0,20,10,6,6,0,7,10,4,6,5,5,0;4;5;7;8;9,retained_preactivation,1.0,,True,0.1,8089604.190378661,358074.66930795315,2.259194766838254,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.060345,1.4399,0.0067,5,0.031949,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand7_reducedp4_distretpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed18_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0,20,10,18,18,0,2,10,3,7,5,5,0;1;2;3;4;6;7,full_preactivation,1.0,,True,0.1,492674768.0219877,10667858.277525812,4.618310022546094,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.189549,1.3953,0.0079,5,0.144503,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed18_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed21_minsym5_cand1_reducedp3_distfullpre_ga0p1_rseed0,20,10,21,21,0,1,10,3,7,5,5,0;1;3;4;5;8;9,full_preactivation,1.0,,True,0.1,2995411.1696500033,239336.0732860803,1.2515502274784815,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.182065,1.3835,0.0079,5,0.152536,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed21_minsym5_cand1_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed20_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0,20,10,20,20,0,2,10,3,7,5,5,1;2;3;4;5;7;8,full_preactivation,1.0,,True,0.1,618982639.2438596,49181716.39300833,1.2585624997257197,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,3.149310,5.8348,0.0471,0,2.747616,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed20_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed22_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0,20,10,22,22,0,2,10,3,7,5,5,0;2;3;4;7;8;9,full_preactivation,1.0,,True,0.1,2995.5543257884674,181.69830474902466,1.6486418681374797,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,145037.078125,7.9523,0.0220,3,50627.953125,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed22_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed23_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0,20,10,23,23,0,2,10,3,7,5,5,0;1;4;5;6;7;9,full_preactivation,1.0,,True,0.1,164728.9261058907,4749.786945879783,3.4681329496007245,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.165328,1.2688,0.0103,5,0.120340,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed23_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand5_reducedp4_distfullpre_ga0p1_rseed0,20,10,6,6,0,5,10,4,6,5,5,0;1;5;7;8;9,full_preactivation,1.0,,True,0.1,3849885.9342520786,47664.957400589374,8.076973408150943,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.104614,1.3548,0.0105,5,0.058238,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand5_reducedp4_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0,20,10,10,10,0,4,10,3,7,5,5,0;1;2;5;6;7;8,full_preactivation,1.0,,True,0.1,7753.730606134056,119.38278974911438,6.494847894264015,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,2.219124,8.2672,0.0419,0,1.645671,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed15_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0,20,10,15,15,0,3,10,3,7,5,5,0;2;3;5;7;8;9,full_preactivation,1.0,,True,0.1,54042.20458123447,1796.6192217411256,3.0079943444477615,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.814379,2.2585,0.0131,2,0.561823,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed15_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0,20,10,14,14,0,3,10,3,7,5,5,0;1;5;6;7;8;9,full_preactivation,1.0,,True,0.1,6962.005132772454,81.61559724029853,8.530238542853926,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.514363,3.3488,0.0309,1,1.083462,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed18_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0,20,10,18,18,0,3,10,3,7,5,5,0;1;2;3;4;6;9,full_preactivation,1.0,,True,0.1,142833295.70426974,2068379.0079306066,6.905566879020547,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.255010,1.2753,0.0128,5,0.183073,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed18_minsym5_cand3_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed21_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0,20,10,21,21,0,2,10,3,7,5,5,0;1;3;4;6;8;9,full_preactivation,1.0,,True,0.1,203669.3025666853,7210.250951065695,2.824718639461258,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.156543,1.3972,0.0081,5,0.116424,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed21_minsym5_cand2_reducedp3_distfullpre_ga0p1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0,20,10,13,13,0,4,10,3,7,5,5,0;2;5;6;7;8;9,full_preactivation,1.0,,True,0.1,149082645.4513631,10564411.37473319,1.4111779649921885,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,5.083178,4.7206,0.0344,2,4.458815,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand4_reducedp3_distfullpre_ga0p1_rseed0.pth
