tag,M,P,seed,source_seed,retrain_seed,candidate_id,P_original,P_effective,num_deleted,num_clusters,minimal_num_clusters,deleted_set_str,distill_mode,distill_lambda,symbol_margin,distill_auto_lambda,distill_grad_ratio_alpha,grad_norm_out_initial,grad_norm_aux_initial,distill_lambda_effective,weighting_scheme,lambda_formula,alpha,auto_lambda_enabled,sync_scope,sync_interval,r_anchor,r_local,r_bridge,r_long,n_interleave,num_epochs,batch_episodes,segment_len,max_bridge_len,input_sigma,state_sigma,lr_start,lr_end,lr_fixed,target_fp_count,fp_count_weight,lambda_target_fp_residual,target_fp_residual_ramp_epochs,fp_hidden_lr_mult,final_loss,best_Dstsp,best_DH,final_vis_fps,final_traj_loss,final_target_fp_residual,ckpt
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand0_reducedp4_retained_ga1p0_syncrr_v1_rseed0,20,10,6,6,0,0,10,4,6,5,5,0;1;2;4;5;9,retained_preactivation,1.0,,True,1.0,16387409.588224247,889609.7687952848,18.420896625737576,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.062955,1.6301,0.0068,5,0.014057,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand0_reducedp4_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand2_reducedp4_retained_ga1p0_syncrr_v1_rseed0,20,10,6,6,0,2,10,4,6,5,5,0;1;2;5;7;9,retained_preactivation,1.0,,True,1.0,870529.2714665027,45904.460641096746,18.9639363867647,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.106819,1.7452,0.0106,5,0.017835,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand2_reducedp4_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,4,4,0,2,10,3,7,5,5,1;2;3;4;5;6;8,retained_preactivation,1.0,,True,1.0,2356.0509100240174,60.12349408775908,39.18685940948434,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.580427,2.1821,0.0081,3,0.113888,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand1_reducedp4_retained_ga1p0_syncrr_v1_rseed0,20,10,6,6,0,1,10,4,6,5,5,0;1;2;4;7;9,retained_preactivation,1.0,,True,1.0,1149481.8474008192,86776.04164024768,13.246534707889658,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.224421,2.8593,0.0178,5,0.121128,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand1_reducedp4_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,7,7,0,2,10,3,7,5,5,1;2;4;5;7;8;9,retained_preactivation,1.0,,True,1.0,2984.630400066313,3700.4495588374125,0.8065588660541039,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.015885,1.1844,0.0116,5,0.009247,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,7,7,0,0,10,3,7,5,5,0;1;2;4;5;7;9,retained_preactivation,1.0,,True,1.0,15555.11280897699,12863.68868171179,1.2092264663627608,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.013559,1.0746,0.0164,5,0.007562,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,14,14,0,0,10,3,7,5,5,0;1;2;5;6;7;8,retained_preactivation,1.0,,True,1.0,5657.886569868647,139.5435329315114,40.545673819549364,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.756054,5.6756,0.0142,1,0.405876,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,4,4,0,1,10,3,7,5,5,0;1;4;6;7;8;9,retained_preactivation,1.0,,True,1.0,4778789.47818378,652806.2160488364,7.320379862660927,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.526486,3.1114,0.0168,4,0.227625,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand3_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,4,4,0,3,10,3,7,5,5,1;2;3;4;5;7;8,retained_preactivation,1.0,,True,1.0,748133.5613805866,142217.75242212205,5.260479431288031,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.376036,2.6216,0.0190,3,0.239201,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand3_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,8,8,0,1,10,3,7,5,5,0;3;4;6;7;8;9,retained_preactivation,1.0,,True,1.0,474010.18660467624,22454.471217819293,21.109835186344263,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.290559,2.8436,0.0128,4,0.060711,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,8,8,0,0,10,3,7,5,5,0;3;4;5;6;7;8,retained_preactivation,1.0,,True,1.0,190506.7482269329,9075.507478923699,20.99130529828243,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.180545,1.9696,0.0178,4,0.028271,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand3_reducedp4_retained_ga1p0_syncrr_v1_rseed0,20,10,6,6,0,3,10,4,6,5,5,0;1;4;5;8;9,retained_preactivation,1.0,,True,1.0,112907.80947303867,2108.1951932058496,53.55662029631333,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.234190,1.9268,0.0120,4,0.036575,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand3_reducedp4_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed17_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,17,17,0,0,10,3,7,5,5,0;1;2;3;4;6;8,retained_preactivation,1.0,,True,1.0,2824.45871473633,15.533776643809553,181.82691688577472,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.793249,3.5279,0.0145,3,0.086488,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed17_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,13,13,0,1,10,3,7,5,5,0;1;2;5;7;8;9,retained_preactivation,1.0,,True,1.0,5470248.385848672,25008.417011828238,218.73629119593645,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.543172,3.0204,0.0273,7,0.165557,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed13_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed16_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,16,16,0,0,10,3,7,5,5,0;1;2;3;4;5;8,retained_preactivation,1.0,,True,1.0,3663.825084525734,141.13234219233843,25.960208890550135,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.338868,1.9760,0.0121,5,0.035864,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed16_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand3_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,7,7,0,3,10,3,7,5,5,1;4;5;6;7;8;9,retained_preactivation,1.0,,True,1.0,1025874.4638677775,14011.804329296781,73.21501498010596,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.430724,2.6194,0.0076,5,0.080073,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand3_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,24,24,0,0,10,3,7,5,5,0;1;2;3;5;6;9,retained_preactivation,1.0,,True,1.0,3737.119315896938,59.329220825716405,62.98952293465838,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,534785585118707712.000000,2.1616,0.0097,3,52119797235712.000000,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed24_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed20_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,20,20,0,0,10,3,7,5,5,0;1;2;3;5;7;8,retained_preactivation,1.0,,True,1.0,246728015.28332654,1322304.6400463094,186.58938932157545,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.152345,1.5363,0.0154,5,0.011785,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed20_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed11_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,11,11,0,2,10,3,7,5,5,0;1;4;5;6;7;9,retained_preactivation,1.0,,True,1.0,829.3416557916587,35.90606535356951,23.09753651994589,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.281898,1.5451,0.0161,4,0.055132,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed11_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed21_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,21,21,0,0,10,3,7,5,5,0;1;3;4;5;6;8,retained_preactivation,1.0,,True,1.0,539651.3551840669,43873.356276902276,12.300206799272699,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.236796,2.1072,0.0218,5,0.051226,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed21_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed16_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,16,16,0,1,10,3,7,5,5,0;1;2;3;4;7;8,retained_preactivation,1.0,,True,1.0,2103.2176428332377,144.14439633447049,14.59104686909194,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.147134,1.6896,0.0104,5,0.030287,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed16_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,26,26,0,0,10,3,7,5,5,0;1;2;4;5;7;9,retained_preactivation,1.0,,True,1.0,22097977.50353964,1428521.9552082494,15.469119969050952,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.085645,1.3618,0.0098,5,0.018691,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,25,25,0,0,10,3,7,5,5,0;1;2;3;4;5;8,retained_preactivation,1.0,,True,1.0,27886.763620936727,1220.229619064456,22.853701619140622,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.172017,1.4795,0.0140,5,0.024905,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed25_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed22_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,22,22,0,0,10,3,7,5,5,0;2;3;4;5;7;8,retained_preactivation,1.0,,True,1.0,2741.7746533951326,226.3079032863054,12.115240402923366,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.046006,1.1126,0.0159,5,0.014482,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed22_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand3_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,9,9,0,3,10,3,7,5,5,1;2;3;5;6;7;8,retained_preactivation,1.0,,True,1.0,2505301424.6425505,272915717.689105,9.179762330495354,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.906904,7.1596,0.0476,2,0.476504,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand3_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,14,14,0,1,10,3,7,5,5,0;1;2;5;6;7;9,retained_preactivation,1.0,,True,1.0,5889.085641039702,106.45341654930353,55.32077627881617,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.258536,2.0243,0.0134,5,0.022652,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed20_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,20,20,0,1,10,3,7,5,5,0;1;3;4;5;7;8,retained_preactivation,1.0,,True,1.0,117698.86338873456,3558.114040800793,33.07900253872838,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.114069,1.4836,0.0151,4,0.016504,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed20_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed15_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,15,15,0,1,10,3,7,5,5,0;2;3;5;6;7;9,retained_preactivation,1.0,,True,1.0,17387.543961123432,293.72807410691047,59.19605748953603,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.385041,1.7026,0.0074,3,0.035855,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed15_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,14,14,0,2,10,3,7,5,5,0;1;2;5;6;8;9,retained_preactivation,1.0,,True,1.0,5614.032686046636,89.09951644749121,63.008565140250525,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.210655,2.3930,0.0132,5,0.018552,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed14_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed17_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,17,17,0,1,10,3,7,5,5,0;1;2;3;4;8;9,retained_preactivation,1.0,,True,1.0,3309.394775672736,103.18526544583268,32.07235801908149,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.345687,1.9187,0.0167,4,0.074706,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed17_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed23_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,23,23,0,0,10,3,7,5,5,0;1;3;4;6;7;9,retained_preactivation,1.0,,True,1.0,7261.762096764118,248.62820473931458,29.207314207887272,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,12816304128.000000,3.4662,0.0146,3,60918324.000000,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed23_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed18_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,18,18,0,0,10,3,7,5,5,0;1;2;3;4;5;7,retained_preactivation,1.0,,True,1.0,563841196.2194911,94173676.72480543,5.987248409841206,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.070826,1.4359,0.0088,4,0.030640,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed18_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,10,10,0,2,10,3,7,5,5,0;1;2;4;5;7;8,retained_preactivation,1.0,,True,1.0,4076.7524835952454,242.5213037315936,16.809873693022475,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.300850,1.5035,0.0134,3,0.061694,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth
