E_stsp,M,P,P_effective,P_original,Q_vis,alpha,auto_lambda_enabled,batch_episodes,best_DH,best_Dstsp,candidate_id,ckpt,deleted_set_str,distill_auto_lambda,distill_grad_ratio_alpha,distill_lambda,distill_lambda_effective,distill_mode,final_loss,final_target_fp_residual,final_traj_loss,final_vis_fps,fp_count_weight,fp_hidden_lr_mult,grad_norm_aux_initial,grad_norm_out_initial,guidance,input_sigma,lambda_formula,lambda_target_fp_residual,lr_end,lr_fixed,lr_start,max_bridge_len,minimal_num_clusters,n_interleave,n_posttransient_symbols,num_clusters,num_deleted,num_epochs,r_anchor,r_bridge,r_local,r_long,retrain_seed,run_status,seed,segment_len,source_seed,state_sigma,symbol_margin,sync_interval,sync_scope,tag,target_fp_count,target_fp_residual_ramp_epochs,teacher,weighting_scheme
2.034781,20,10,3,10,4,0.1,True,16,0.0197,2.0348,3,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,1;2;3;4;5;7;8,True,0.1,1.0,0.602475736199125,retained_preactivation,0.115482,nan,0.054736,1,5.0,1.0,147437.37512584793,888274.4112221178,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,7,5,7,2000,0.00,0.00,0.00,1.00,0,completed,4,200,4,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.191196,20,10,4,10,5,0.1,True,16,0.0090,1.1912,0,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand0_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;4;5;9,True,0.1,1.0,1.8269148516150109,retained_preactivation,0.021030,nan,0.012878,5,5.0,1.0,905991.9006437089,16551700.58728903,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand0_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.243436,20,10,4,10,5,0.1,True,16,0.0057,1.2434,1,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand1_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;4;7;9,True,0.1,1.0,1.3101738193888512,retained_preactivation,0.046286,nan,0.013936,5,5.0,1.0,89743.21062760123,1175792.0503218246,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,7,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand1_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.375522,20,10,4,10,5,0.1,True,16,0.0056,1.3398,2,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand2_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;5;7;9,True,0.1,1.0,1.7352632655073756,retained_preactivation,0.050991,nan,0.016332,5,5.0,1.0,78375.89866151455,1360028.1784845488,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,7,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand2_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.270154,20,10,4,10,5,0.1,True,16,0.0069,1.2702,3,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand3_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;4;5;8;9,True,0.1,1.0,4.6406239235544975,retained_preactivation,0.038956,nan,0.015527,4,5.0,1.0,3900.6207268443186,181013.13861706282,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand3_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.397305,20,10,4,10,5,0.1,True,16,0.0090,1.3973,4,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand4_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;4;7;8;9,True,0.1,1.0,11.715870901628053,retained_preactivation,0.073558,nan,0.021283,4,5.0,1.0,127.1378202172345,14895.30288379528,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,6,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand4_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.301981,20,10,4,10,5,0.1,True,16,0.0123,1.3020,5,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand5_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;5;7;8;9,True,0.1,1.0,3.898525614106718,retained_preactivation,0.038629,nan,0.013089,5,5.0,1.0,2557.160433835742,99691.5545068889,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,7,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand5_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.915349,20,10,4,10,5,0.1,True,16,0.0088,1.9153,6,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand6_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;2;4;5;7;9,True,0.1,1.0,2.918272989537658,retained_preactivation,0.152296,nan,0.115992,3,5.0,1.0,16832.89738874446,491229.89785231923,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,8,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand6_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.232821,20,10,4,10,5,0.1,True,16,0.0126,1.2328,7,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand7_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,0;4;5;7;8;9,True,0.1,1.0,2.3501251645449726,retained_preactivation,0.044061,nan,0.022572,5,5.0,1.0,9025.726753979427,212115.87572833864,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,6,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand7_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.184480,20,10,4,10,5,0.1,True,16,0.0039,1.1845,8,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand8_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,1;2;4;5;8;9,True,0.1,1.0,5.140568085483903,retained_preactivation,0.037875,nan,0.019091,5,5.0,1.0,1086.8614931413467,55870.855049837926,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand8_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.177905,20,10,4,10,5,0.1,True,16,0.0064,1.1779,9,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand9_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,1;2;4;7;8;9,True,0.1,1.0,16.704972856843245,retained_preactivation,0.138873,nan,0.039952,5,5.0,1.0,46.56220715321867,7778.20406649247,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,8,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand9_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.384965,20,10,4,10,5,0.1,True,16,0.0087,1.3850,10,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand10_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,1;2;5;7;8;9,True,0.1,1.0,4.12019206420755,retained_preactivation,0.034343,nan,0.013025,3,5.0,1.0,1167.3746022224668,48098.07572034457,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand10_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.275635,20,10,4,10,5,0.1,True,16,0.0088,1.2756,11,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand11_reducedp4_retained_sync_readout_ga0p1_v1_rseed0.pth,2;4;5;7;8;9,True,0.1,1.0,2.626577273614672,retained_preactivation,0.031641,nan,0.021693,5,5.0,1.0,2634.9187783971634,69208.17781158525,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,6,2000,0.00,0.00,0.00,1.00,0,completed,6,200,6,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand11_reducedp4_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
6.446865,20,10,3,10,3,0.1,True,16,0.0256,6.4469,0,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;4;5;7;9,True,0.1,1.0,0.11699699243688247,retained_preactivation,0.257621,nan,0.229834,1,5.0,1.0,12917.80069322948,15113.438300069247,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,7,200,7,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.470083,20,10,3,10,5,0.1,True,16,0.0130,1.4701,1,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;4;5;6;7;9,True,0.1,1.0,10.173981751811965,retained_preactivation,0.049537,nan,0.019218,5,5.0,1.0,10396.119844832734,1057699.335909785,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,7,200,7,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
3.194345,20,10,3,10,3,0.1,True,16,0.0102,3.1943,2,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand2_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,1;2;4;5;7;8;9,True,0.1,1.0,0.07688251035303288,retained_preactivation,0.211241,nan,0.188632,2,5.0,1.0,3571.874989063867,2746.14715826442,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,7,5,7,2000,0.00,0.00,0.00,1.00,0,completed,7,200,7,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand2_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.775274,20,10,3,10,5,0.1,True,16,0.0085,1.7753,3,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,1;4;5;6;7;8;9,True,0.1,1.0,7.133209760745114,retained_preactivation,0.067116,nan,0.033065,3,5.0,1.0,15602.947475457162,1112990.9722832437,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,7,200,7,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.322897,20,10,3,10,5,0.1,True,16,0.0183,1.3229,0,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;3;4;5;6;7;8,True,0.1,1.0,2.067629465230752,retained_preactivation,0.028325,nan,0.012802,5,5.0,1.0,11501.168179798085,237801.5421312486,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,8,200,8,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.354663,20,10,3,10,5,0.1,True,16,0.0183,1.3547,1,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;3;4;6;7;8;9,True,0.1,1.0,1.918055352173392,retained_preactivation,0.040518,nan,0.013247,3,5.0,1.0,19991.221919921816,383442.7019999207,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,8,200,8,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed8_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.077215,20,10,3,10,5,0.1,True,16,0.0093,1.0772,0,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;3;5;6;8,True,0.1,1.0,1.1950761926741647,retained_preactivation,0.017261,nan,0.008154,5,5.0,1.0,217013113.25650406,2593472051.5095015,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,9,200,9,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.199509,20,10,3,10,5,0.1,True,16,0.0110,1.1894,1,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;3;5;7;8,True,0.1,1.0,1.1236016170153782,retained_preactivation,0.026218,nan,0.009739,5,5.0,1.0,251291092.2731893,2823510776.1971607,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,9,200,9,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.094750,20,10,3,10,5,0.1,True,16,0.0080,1.0947,2,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand2_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;2;3;5;6;7;8,True,0.1,1.0,2.9411961887681546,retained_preactivation,0.037025,nan,0.014957,4,5.0,1.0,273500204.5884123,8044177593.627487,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,9,200,9,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand2_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.415234,20,10,3,10,5,0.1,True,16,0.0049,1.1878,3,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,1;2;3;5;6;7;8,True,0.1,1.0,0.908955598632676,retained_preactivation,0.105272,nan,0.030250,6,5.0,1.0,225496370.78221363,2049661886.9384284,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,9,200,9,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed9_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.283155,20,10,3,10,5,0.1,True,16,0.0058,1.2222,0,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;4;5;6;7,True,0.1,1.0,3.1182391285708264,retained_preactivation,0.048356,nan,0.028036,3,5.0,1.0,175.07138288488102,5459.1443640464395,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand0_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.207077,20,10,3,10,5,0.1,True,16,0.0113,1.2071,1,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;4;5;6;8,True,0.1,1.0,2.2619236488258587,retained_preactivation,0.062659,nan,0.025524,3,5.0,1.0,207.99420862204914,4704.670193010345,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand1_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.069271,20,10,3,10,5,0.1,True,16,0.0090,1.0693,2,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand2_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;4;5;7;8,True,0.1,1.0,1.7022369464032057,retained_preactivation,0.045256,nan,0.020915,5,5.0,1.0,231.63007221957454,3942.8926683020422,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand2_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.142564,20,10,3,10,5,0.1,True,16,0.0089,1.1426,3,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;4;6;7;8,True,0.1,1.0,2.965610239094265,retained_preactivation,0.032127,nan,0.018142,4,5.0,1.0,212.19497121879886,6292.875793307858,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand3_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.122938,20,10,3,10,5,0.1,True,16,0.0105,1.1229,4,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand4_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;2;5;6;7;8,True,0.1,1.0,3.1146365190689886,retained_preactivation,0.030846,nan,0.017885,5,5.0,1.0,199.61783250184433,6217.3699096764385,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand4_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.261608,20,10,3,10,5,0.1,True,16,0.0094,1.2616,5,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand5_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;3;4;5;6;7,True,0.1,1.0,2.5883855372478246,retained_preactivation,0.041017,nan,0.025529,5,5.0,1.0,192.79448292543117,4990.264512653613,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand5_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.245374,20,10,3,10,5,0.1,True,16,0.0090,1.2454,6,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand6_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;3;4;5;6;8,True,0.1,1.0,1.873252892912378,retained_preactivation,0.047322,nan,0.019466,5,5.0,1.0,220.42636020548338,4129.1431692906945,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand6_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.132637,20,10,3,10,5,0.1,True,16,0.0062,1.1326,7,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand7_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;3;4;5;7;8,True,0.1,1.0,1.4325856540938344,retained_preactivation,0.040630,nan,0.020891,5,5.0,1.0,242.76765768964611,3477.8546368415114,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand7_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.165457,20,10,3,10,5,0.1,True,16,0.0111,1.1655,8,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand8_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;3;4;6;7;8,True,0.1,1.0,2.448491584209685,retained_preactivation,0.027319,nan,0.017337,5,5.0,1.0,239.79601990973657,5871.385366759705,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand8_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.243694,20,10,3,10,5,0.1,True,16,0.0086,1.1376,9,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand9_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,0;1;3;5;6;7;8,True,0.1,1.0,2.5793800299808742,retained_preactivation,0.026343,nan,0.017328,4,5.0,1.0,221.29129356774686,5707.943434372839,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand9_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
1.470365,20,10,3,10,5,0.1,True,16,0.0084,1.4704,10,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand10_reducedp3_retained_sync_readout_ga0p1_v1_rseed0.pth,1;2;4;5;6;7;8,True,0.1,1.0,3.3025132803329194,retained_preactivation,0.049286,nan,0.023590,5,5.0,1.0,183.16041321473955,6048.896970729457,retained,0.0,,0.0,1e-05,False,0.001,200,5,128,5,5,7,2000,0.00,0.00,0.00,1.00,0,completed,10,200,10,0.0,,128,readout,chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed10_minsym5_cand10_reducedp3_retained_sync_readout_ga0p1_v1_rseed0,5,200,parent_free_run,default
