tag,M,P,seed,source_seed,retrain_seed,candidate_id,P_original,P_effective,num_deleted,num_clusters,minimal_num_clusters,deleted_set_str,distill_mode,distill_lambda,symbol_margin,distill_auto_lambda,distill_grad_ratio_alpha,grad_norm_out_initial,grad_norm_aux_initial,distill_lambda_effective,weighting_scheme,lambda_formula,alpha,auto_lambda_enabled,sync_scope,sync_interval,r_anchor,r_local,r_bridge,r_long,n_interleave,num_epochs,batch_episodes,segment_len,max_bridge_len,input_sigma,state_sigma,lr_start,lr_end,lr_fixed,target_fp_count,fp_count_weight,lambda_target_fp_residual,target_fp_residual_ramp_epochs,fp_hidden_lr_mult,final_loss,best_Dstsp,best_DH,final_vis_fps,final_traj_loss,final_target_fp_residual,ckpt,condition,is_baseline,run_status,Q_vis,n_posttransient_symbols,E_stsp
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand5_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,26,26,0,5,10,3,7,5,5,0;2;3;4;6;8;9,retained_preactivation,1.0,,True,1.0,6685249054.910881,3041877096.5472875,2.197738055393178,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.434361,2.7436,0.0202,1,0.352085,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand5_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,3,5,3.597199
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand6_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,26,26,0,6,10,3,7,5,5,1;2;4;5;7;8;9,retained_preactivation,1.0,,True,1.0,401725039.0081759,18062431.458220456,22.240917007070244,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.081650,1.1597,0.0165,4,0.015451,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand6_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,1.159674
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand7_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,26,26,0,7,10,3,7,5,5,1;4;5;6;7;8;9,retained_preactivation,1.0,,True,1.0,107816233.7054462,4297696.662859304,25.086980809323776,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.082397,1.3552,0.0272,4,0.018627,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand7_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,1.355230
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand8_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,26,26,0,8,10,3,7,5,5,2;3;4;5;6;8;9,retained_preactivation,1.0,,True,1.0,2991083597.9184837,1012320066.9824808,2.9546817212013714,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.442200,2.5659,0.0114,3,0.323315,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed26_minsym5_cand8_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,3,4,2.565902
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed27_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,27,27,0,0,10,3,7,5,5,1;2;3;4;5;6;7,retained_preactivation,1.0,,True,1.0,1605.9943814114047,93.77266360173867,17.12646649595235,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.265886,2.3975,0.0061,2,0.041324,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed27_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,2.397472
,,,,27,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retained_ga1p0_syncrr_v1,False,missing_or_failed,,,
,,,,27,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retained_ga1p0_syncrr_v1,False,missing_or_failed,,,
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,28,28,0,0,10,3,7,5,5,0;1;2;3;5;6;9,retained_preactivation,1.0,,True,1.0,528.6487233090136,12.35561374382646,42.786116033540836,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.221344,1.8093,0.0137,4,0.036182,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,1.809304
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,28,28,0,1,10,3,7,5,5,0;1;2;3;6;7;9,retained_preactivation,1.0,,True,1.0,2704.5041423983807,10.997326612725164,245.92378108227814,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,2.949393,3.3427,0.0184,5,0.090103,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,3.342744
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,28,28,0,2,10,3,7,5,5,0;1;2;5;6;7;9,retained_preactivation,1.0,,True,1.0,57813.428768755795,1031.4064535676212,56.053002740849514,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.361787,1.6759,0.0075,5,0.057138,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed28_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,1.675878
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,29,29,0,0,10,3,7,5,5,0;1;2;3;5;8;9,retained_preactivation,1.0,,True,1.0,1009.5674661705378,25.929411102504442,38.93522541562805,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.266994,1.3824,0.0191,5,0.027531,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand0_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,1.382386
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,29,29,0,1,10,3,7,5,5,0;1;2;3;6;8;9,retained_preactivation,1.0,,True,1.0,11460.466128172973,2429.616380389994,4.716985866852516,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,102.280045,1.2156,0.0101,5,3.582061,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand1_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,1.215622
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0,20,10,29,29,0,2,10,3,7,5,5,1;2;3;5;6;8;9,retained_preactivation,1.0,,True,1.0,880.2669106494774,9.29314331044674,94.72219261483298,grad_auto_alpha1,alpha * g_out / (g_aux + eps),1.0,True,readout_retained,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.802990,2.3785,0.0125,3,0.060727,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed29_minsym5_cand2_reducedp3_retained_ga1p0_syncrr_v1_rseed0.pth,retained_ga1p0_syncrr_v1,False,completed,5,5,2.378451
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed0_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,0,0,0,0,10,3,7,5,5,0;1;3;4;5;7;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.115101,1.7349,0.0114,5,0.041433,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed0_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.734869
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed2_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,2,2,0,0,10,3,7,5,5,2;4;5;6;7;8;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.184644,1.4642,0.0121,3,0.049180,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed2_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.464182
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,3,3,0,0,10,3,7,5,5,0;1;2;3;4;5;8,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.101267,1.6104,0.0179,3,0.033563,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.610392
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand1_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,3,3,0,1,10,3,7,5,5,0;1;2;3;4;6;8,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.127818,1.5695,0.0159,5,0.048842,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand1_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.569519
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand2_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,3,3,0,2,10,3,7,5,5,0;1;3;4;5;7;8,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.113795,1.3698,0.0137,5,0.026006,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand2_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.369792
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand3_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,3,3,0,3,10,3,7,5,5,0;1;3;4;6;7;8,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.167983,1.5011,0.0186,5,0.054029,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed3_minsym5_cand3_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.501070
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,4,4,0,0,10,3,7,5,5,0;1;2;3;4;5;8,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.247021,1.4022,0.0158,5,0.065756,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.402243
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand1_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,4,4,0,1,10,3,7,5,5,0;1;4;6;7;8;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.187437,1.4100,0.0131,5,0.053419,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand1_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.410045
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand2_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,4,4,0,2,10,3,7,5,5,1;2;3;4;5;6;8,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.495388,1.3720,0.0095,5,0.061813,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand2_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.371956
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand3_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,4,4,0,3,10,3,7,5,5,1;2;3;4;5;7;8,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,1.289738,2.3297,0.0064,3,0.916658,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed4_minsym5_cand3_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,3,4,2.329736
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand0_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0,20,10,6,6,0,0,10,4,6,5,5,0;1;2;4;5;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.725802,8.7047,0.0200,1,0.253536,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand0_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,1,4,8.704725
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand1_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0,20,10,6,6,0,1,10,4,6,5,5,0;1;2;4;7;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.636056,2.2148,0.0177,0,0.054416,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand1_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,0,6,2.214752
,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symbol_lam1_fixed_syncro_v1,False,missing_or_failed,,,
,,,,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symbol_lam1_fixed_syncro_v1,False,missing_or_failed,,,
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand4_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0,20,10,6,6,0,4,10,4,6,5,5,0;1;4;7;8;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.176948,1.3033,0.0145,0,0.051860,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand4_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,4.242321
,,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symbol_lam1_fixed_syncro_v1,False,missing_or_failed,,,
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand6_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0,20,10,6,6,0,6,10,4,6,5,5,0;2;4;5;7;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.291188,2.2899,0.0113,0,0.063710,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand6_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,6,2.383238
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand7_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0,20,10,6,6,0,7,10,4,6,5,5,0;4;5;7;8;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.165501,1.2891,0.0119,0,0.040647,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand7_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,7.533610
,,,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symbol_lam1_fixed_syncro_v1,False,missing_or_failed,,,
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand9_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0,20,10,6,6,0,9,10,4,6,5,5,1;2;4;7;8;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.197186,1.5381,0.0114,0,0.065567,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand9_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,6,5.353859
,,,,6,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,symbol_lam1_fixed_syncro_v1,False,missing_or_failed,,,
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand11_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0,20,10,6,6,0,11,10,4,6,5,5,2;4;5;7;8;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.166183,1.3404,0.0162,1,0.042128,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed6_minsym5_cand11_reducedp4_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,3.513901
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,7,7,0,0,10,3,7,5,5,0;1;2;4;5;7;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.070933,1.2577,0.0133,5,0.014563,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand0_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.257674
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand1_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,7,7,0,1,10,3,7,5,5,0;1;4;5;6;7;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.768562,2.7198,0.0091,3,0.265527,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand1_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,4,5,2.719802
chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand2_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0,20,10,7,7,0,2,10,3,7,5,5,1;2;4;5;7;8;9,symbol,1.0,1.0,False,0.1,,,1.0,fixed_lambda1,1.0,0.1,False,readout,128,0.00,0.00,0.00,1.00,128,2000,16,200,200,0.0,0.0,0.001,1e-05,False,5,5.0,0.0,200,1.0,0.056866,1.3801,0.0129,5,0.014537,nan,models/chua_orig_nint128_bs16_sig0.0_lr1e-03-1e-05_tfp0_ramp200_hLR1_m20_p10_seed7_minsym5_cand2_reducedp3_symbol_lam1_fixed_syncro_v1_rseed0.pth,symbol_lam1_fixed_syncro_v1,False,completed,5,5,1.380062
