M,P,option,depth,num_deleted,num_remaining_relu,deleted_set_str,is_leaf,is_rejected,reject_reason,parent_set_str,added_relu,num_clusters,edge_types,weighted_edges_total,num_self_absorbed_edges,num_fixed_nodes,fixed_collision,num_scc_ge3,largest_scc_size,cycle_penalty_ge3,is_minimal_num_clusters
20,10,_original_nint128_seed18,1,1,9,0,False,False,,,0,28.0,55.0,872.0,4.0,5.0,False,1.0,28.0,28.0,False
20,10,_original_nint128_seed18,1,1,9,1,False,False,,,1,26.0,54.0,787.0,8.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed18,1,1,9,2,False,False,,,2,29.0,59.0,923.0,2.0,5.0,False,1.0,29.0,29.0,False
20,10,_original_nint128_seed18,1,1,9,3,False,False,,,3,24.0,46.0,804.0,10.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed18,1,1,9,4,False,False,,,4,28.0,54.0,884.0,5.0,5.0,False,1.0,28.0,28.0,False
20,10,_original_nint128_seed18,1,1,9,5,False,False,,,5,26.0,49.0,849.0,8.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed18,1,1,9,6,False,False,,,6,26.0,50.0,801.0,7.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed18,1,1,9,7,False,False,,,7,28.0,55.0,809.0,5.0,5.0,False,1.0,28.0,28.0,False
20,10,_original_nint128_seed18,1,1,9,8,False,False,,,8,29.0,57.0,926.0,3.0,5.0,False,1.0,29.0,29.0,False
20,10,_original_nint128_seed18,1,1,9,9,False,False,,,9,27.0,54.0,916.0,5.0,5.0,False,1.0,27.0,27.0,False
20,10,_original_nint128_seed18,2,2,8,0;2,False,False,,0,2,25.0,51.0,844.0,6.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed18,2,2,8,1;2,False,False,,1,2,24.0,51.0,759.0,10.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed18,2,2,8,2;3,False,False,,3,2,21.0,42.0,776.0,12.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed18,2,2,8,2;4,False,False,,4,2,25.0,50.0,856.0,7.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed18,2,2,8,2;5,False,False,,5,2,23.0,45.0,821.0,10.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed18,2,2,8,2;6,False,False,,6,2,23.0,46.0,773.0,9.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed18,2,2,8,2;7,False,False,,7,2,25.0,51.0,781.0,7.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed18,2,2,8,2;8,False,False,,8,2,26.0,53.0,898.0,5.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed18,2,2,8,2;9,False,False,,9,2,25.0,51.0,888.0,7.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed18,2,2,8,0;9,False,False,,9,0,23.0,46.0,837.0,9.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed18,2,2,8,1;9,False,False,,1,9,22.0,47.0,752.0,13.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed18,2,2,8,3;9,False,False,,3,9,20.0,38.0,769.0,15.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed18,2,2,8,4;9,False,False,,9,4,23.0,45.0,849.0,10.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed18,2,2,8,5;9,False,False,,5,9,21.0,40.0,814.0,13.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed18,2,2,8,6;9,False,False,,6,9,21.0,41.0,766.0,12.0,5.0,False,1.0,21.0,21.0,False
20,10,_original_nint128_seed18,2,2,8,7;9,False,False,,9,7,24.0,48.0,773.0,11.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed18,2,2,8,8;9,False,False,,9,8,24.0,48.0,891.0,8.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed18,2,2,8,0;8,False,False,,0,8,25.0,49.0,847.0,7.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed18,2,2,8,1;8,False,False,,1,8,24.0,49.0,762.0,11.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed18,2,2,8,4;8,False,False,,4,8,25.0,48.0,859.0,8.0,5.0,False,1.0,25.0,25.0,False
20,10,_original_nint128_seed18,2,2,8,5;8,False,False,,5,8,23.0,43.0,824.0,11.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed18,2,2,8,6;8,False,False,,6,8,23.0,44.0,776.0,10.0,5.0,False,1.0,23.0,23.0,False
20,10,_original_nint128_seed18,2,2,8,7;8,False,False,,7,8,25.0,49.0,784.0,8.0,5.0,False,1.0,25.0,25.0,False
