k,edge_types_min_obj,cut_edges_total,boundary_nodes,size_min,size_max,size_mean,size_std,mean_dist_to_seed_avg,mean_dist_to_seed_max,radius_to_seed_avg,radius_to_seed_max,traj_unique_edge_types,traj_transitions,traj_switch_rate,M,P,option,epoch,T_gen,CLUSTER_SOLVER,COMPACTNESS_PENALTY_LAMBDA,max_cluster_compactness,mean_cluster_compactness,edge_types_solver_reported,edge_types_gap,n_symbols_nodes,n_transitions_edges
5,8,21,21,2,12,6.4,3.9293765408777004,0.9333333333333332,1.3333333333333333,2.0,3.0,8,150,0.0037500937523438087,20,10,_original_nint128_seed20,2000,40000,heuristic,0.5,1.3333333333333333,0.9333333333333332,8,0,32,75
