M,P,option,depth,num_deleted,num_remaining_relu,deleted_set_str,is_leaf,is_rejected,reject_reason,parent_set_str,added_relu,num_clusters,edge_types,weighted_edges_total,num_self_absorbed_edges,num_fixed_nodes,fixed_collision,num_scc_ge3,largest_scc_size,cycle_penalty_ge3,is_minimal_num_clusters
20,10,_original_nint128_seed12,1,1,9,0,False,False,,,0,51.0,102.0,1232.0,9.0,5.0,False,1.0,51.0,51.0,False
20,10,_original_nint128_seed12,1,1,9,1,False,False,,,1,51.0,107.0,1251.0,9.0,5.0,False,1.0,51.0,51.0,False
20,10,_original_nint128_seed12,1,1,9,2,False,False,,,2,41.0,86.0,1207.0,16.0,5.0,False,1.0,41.0,41.0,False
20,10,_original_nint128_seed12,1,1,9,3,False,False,,,3,50.0,106.0,1295.0,7.0,5.0,False,1.0,50.0,50.0,False
20,10,_original_nint128_seed12,1,1,9,4,False,False,,,4,55.0,112.0,1289.0,5.0,5.0,False,1.0,55.0,55.0,False
20,10,_original_nint128_seed12,1,1,9,5,False,False,,,5,48.0,99.0,1213.0,10.0,5.0,False,1.0,48.0,48.0,False
20,10,_original_nint128_seed12,1,1,9,6,False,False,,,6,47.0,94.0,1201.0,15.0,5.0,False,1.0,47.0,47.0,False
20,10,_original_nint128_seed12,1,1,9,7,False,False,,,7,50.0,105.0,1260.0,9.0,5.0,False,1.0,50.0,50.0,False
20,10,_original_nint128_seed12,1,1,9,8,False,False,,,8,48.0,91.0,901.0,14.0,5.0,False,1.0,48.0,48.0,False
20,10,_original_nint128_seed12,1,1,9,9,False,False,,,9,47.0,99.0,1087.0,15.0,5.0,False,1.0,47.0,47.0,False
20,10,_original_nint128_seed12,2,2,8,0;2,False,False,,2,0,34.0,71.0,1113.0,26.0,5.0,False,1.0,34.0,34.0,False
20,10,_original_nint128_seed12,2,2,8,1;2,False,False,,2,1,35.0,74.0,1132.0,26.0,5.0,False,1.0,35.0,35.0,False
20,10,_original_nint128_seed12,2,2,8,2;3,False,False,,2,3,35.0,76.0,1177.0,23.0,5.0,False,1.0,35.0,35.0,False
20,10,_original_nint128_seed12,2,2,8,2;4,False,False,,2,4,38.0,81.0,1171.0,21.0,5.0,False,1.0,38.0,38.0,False
20,10,_original_nint128_seed12,2,2,8,2;5,False,False,,2,5,33.0,71.0,1094.0,27.0,5.0,False,1.0,33.0,33.0,False
20,10,_original_nint128_seed12,2,2,8,2;6,False,False,,2,6,28.0,60.0,1083.0,31.0,5.0,False,1.0,28.0,28.0,False
20,10,_original_nint128_seed12,2,2,8,2;7,False,False,,2,7,35.0,73.0,1142.0,25.0,5.0,False,1.0,35.0,35.0,False
20,10,_original_nint128_seed12,2,2,8,2;8,False,False,,2,8,32.0,60.0,782.0,31.0,5.0,False,1.0,32.0,32.0,False
20,10,_original_nint128_seed12,2,2,8,2;9,False,False,,2,9,32.0,70.0,969.0,31.0,5.0,False,1.0,32.0,32.0,False
20,10,_original_nint128_seed12,2,2,8,0;9,False,False,,9,0,38.0,81.0,994.0,24.0,5.0,False,1.0,38.0,38.0,False
20,10,_original_nint128_seed12,2,2,8,1;9,False,False,,9,1,38.0,85.0,1013.0,24.0,5.0,False,1.0,38.0,38.0,False
20,10,_original_nint128_seed12,2,2,8,4;9,False,False,,9,4,42.0,91.0,1051.0,20.0,5.0,False,1.0,42.0,42.0,False
20,10,_original_nint128_seed12,2,2,8,5;9,False,False,,9,5,35.0,77.0,975.0,25.0,5.0,False,1.0,35.0,35.0,False
20,10,_original_nint128_seed12,2,2,8,6;9,False,False,,6,9,37.0,75.0,962.0,31.0,5.0,False,1.0,37.0,37.0,False
20,10,_original_nint128_seed12,2,2,8,7;9,False,False,,9,7,37.0,82.0,1022.0,24.0,5.0,False,1.0,37.0,37.0,False
