time,x1,x2,x3,parent_symbol,projected_symbol
8918,-0.487624,-0.042601,2.698268,1010,2
8919,-0.461429,-0.020104,2.702157,1010,2
8920,-0.434626,0.002457,2.702443,1010,2
8921,-0.407220,0.025052,2.699128,1010,2
8922,-0.379212,0.047651,2.692207,1010,2
8923,-0.350616,0.070217,2.681672,1010,2
8924,-0.321477,0.092719,2.667523,1010,2
8925,-0.291858,0.115126,2.649768,1010,2
8926,-0.261820,0.137409,2.628432,1010,2
8927,-0.231414,0.159543,2.603545,1010,2
8928,-0.200668,0.181497,2.575142,1010,2
8929,-0.169602,0.203242,2.543254,1010,2
8930,-0.138242,0.224747,2.507914,1010,2
8931,-0.106628,0.245979,2.469157,1010,2
8932,-0.074813,0.266910,2.427027,1010,2
8933,-0.042855,0.287513,2.381577,1010,2
8934,-0.010805,0.307759,2.332865,1010,2
8935,0.021298,0.327624,2.280958,1010,2
8936,0.053421,0.347079,2.225919,1010,2
8937,0.085532,0.366097,2.167817,1010,2
8938,0.117591,0.384651,2.106720,1010,2
8939,0.149550,0.402713,2.042704,1010,2
8940,0.181359,0.420261,1.975848,1010,2
8941,0.212967,0.437269,1.906242,1010,2
8942,0.244332,0.453716,1.833975,1010,2
8943,0.275417,0.469578,1.759143,1010,2
8944,0.306185,0.484833,1.681840,1010,2
8945,0.336598,0.499459,1.602165,1010,2
8946,0.366614,0.513434,1.520219,1010,2
8947,0.396188,0.526739,1.436107,1010,2
8948,0.425275,0.539356,1.349941,1010,2
8949,0.453833,0.551266,1.261833,1010,2
8950,0.481826,0.562453,1.171900,1010,2
8951,0.509219,0.572901,1.080259,1010,2
8952,0.535977,0.582595,0.987030,1010,2
8953,0.562063,0.591518,0.892335,1010,2
8954,0.587438,0.599659,0.796296,1010,2
8955,0.612066,0.607006,0.699042,1010,2
8956,0.635911,0.613547,0.600701,1010,2
8957,0.658939,0.619273,0.501404,1010,2
8958,0.681121,0.624174,0.401284,754,2
8959,0.702344,0.628239,0.300480,754,2
8960,0.722400,0.631463,0.199158,738,2
8961,0.741405,0.633929,0.097497,738,2
8962,0.759704,0.635626,-0.004364,738,2
8963,0.777554,0.636513,-0.106357,738,2
8964,0.794980,0.636560,-0.208433,738,2
8965,0.811830,0.635757,-0.310497,738,2
8966,0.827898,0.634109,-0.412395,738,2
8967,0.843035,0.631624,-0.513937,738,2
8968,0.857191,0.628310,-0.614938,738,2
8969,0.870388,0.624170,-0.715246,738,2
8970,0.882655,0.619205,-0.814741,738,2
8971,0.893988,0.613417,-0.913323,738,2
8972,0.904338,0.606814,-1.010890,738,2
8973,0.913629,0.599405,-1.107324,738,2
8974,0.921785,0.591202,-1.202491,738,2
8975,0.928757,0.582217,-1.296254,738,2
8976,0.934521,0.572461,-1.388480,738,2
8977,0.939066,0.561944,-1.479045,738,2
8978,0.942384,0.550678,-1.567837,738,2
8979,0.944458,0.538674,-1.654746,738,2
8980,0.945262,0.525946,-1.739663,738,2
8981,0.944769,0.512508,-1.822478,738,2
8982,0.942956,0.498378,-1.903080,738,2
8983,0.939806,0.483570,-1.981359,994,2
8984,0.935154,0.468094,-2.057196,994,2
8985,0.928925,0.451985,-2.130455,994,2
8986,0.921248,0.435279,-2.201006,994,2
8987,0.912324,0.417987,-2.268764,994,2
8988,0.902284,0.400114,-2.333685,994,2
8989,0.891132,0.381668,-2.395726,994,2
8990,0.878778,0.362668,-2.454814,994,2
8991,0.865121,0.343141,-2.510841,994,2
8992,0.850124,0.323117,-2.563685,994,2
8993,0.833831,0.302622,-2.613238,994,2
8994,0.816330,0.281677,-2.659423,994,2
8995,0.797700,0.260302,-2.702188,994,2
8996,0.777972,0.238519,-2.741496,994,2
8997,0.757129,0.216352,-2.777299,994,2
8998,0.735142,0.193830,-2.809539,994,2
8999,0.711995,0.170985,-2.838148,994,2
9000,0.687712,0.147846,-2.863063,994,2
9001,0.662342,0.124441,-2.884235,994,2
9002,0.635941,0.100796,-2.901629,994,2
9003,0.608551,0.076939,-2.915221,994,2
9004,0.580194,0.052898,-2.924991,994,2
9005,0.550879,0.028702,-2.930915,994,2
9006,0.520620,0.004383,-2.932969,994,2
9007,0.489444,-0.020027,-2.931131,1010,2
9008,0.457397,-0.044409,-2.925373,1010,2
9009,0.424721,-0.068738,-2.915680,1010,2
9010,0.391640,-0.093006,-2.902083,1010,2
9011,0.358264,-0.117204,-2.884628,1010,2
9012,0.324588,-0.141312,-2.863357,1010,2
9013,0.290550,-0.165298,-2.838289,1010,2
9014,0.256107,-0.189118,-2.809421,1010,2
9015,0.221290,-0.212729,-2.776753,1010,2
9016,0.186197,-0.236097,-2.740304,1010,2
9017,0.150946,-0.259194,-2.700125,1010,2
9018,0.115620,-0.281995,-2.656286,1010,2
9019,0.080243,-0.304476,-2.608858,1010,2
9020,0.044799,-0.326603,-2.557904,1010,2
9021,0.009277,-0.348341,-2.503473,1010,2
9022,-0.026302,-0.369653,-2.445611,1010,2
9023,-0.061871,-0.390507,-2.384377,1010,2
9024,-0.097342,-0.410875,-2.319846,1010,2
9025,-0.132639,-0.430733,-2.252109,1010,2
9026,-0.167716,-0.450058,-2.181264,1010,2
9027,-0.202558,-0.468822,-2.107406,1010,2
9028,-0.237152,-0.486998,-2.030624,1010,2
9029,-0.271473,-0.504556,-1.951007,1010,2
9030,-0.305473,-0.521469,-1.868645,1010,2
9031,-0.339083,-0.537713,-1.783642,1010,2
9032,-0.372239,-0.553267,-1.696112,1010,2
9033,-0.404891,-0.568112,-1.606175,1010,2
9034,-0.437008,-0.582227,-1.513952,1010,2
9035,-0.468566,-0.595592,-1.419563,1010,2
9036,-0.499537,-0.608185,-1.323125,1010,2
9037,-0.529882,-0.619986,-1.224757,1010,2
9038,-0.559550,-0.630978,-1.124587,1010,2
9039,-0.588486,-0.641145,-1.022745,1010,2
9040,-0.616647,-0.650474,-0.919370,1010,2
9041,-0.643997,-0.658951,-0.814602,1010,2
9042,-0.670510,-0.666565,-0.708578,1010,2
9043,-0.696158,-0.673302,-0.601438,1010,2
9044,-0.720910,-0.679150,-0.493318,1010,2
9045,-0.744727,-0.684100,-0.384360,1010,2
9046,-0.767570,-0.688144,-0.274709,1010,2
9047,-0.789401,-0.691276,-0.164512,1010,2
9048,-0.810190,-0.693491,-0.053919,1010,2
9049,-0.829914,-0.694784,0.056922,1010,2
9050,-0.848549,-0.695151,0.167864,1010,2
9051,-0.866074,-0.694591,0.278761,1011,2
9052,-0.882522,-0.693145,0.389465,1011,2
9053,-0.898195,-0.690967,0.499839,1011,2
9054,-0.913308,-0.687872,0.609779,1011,2
9055,-0.927719,-0.683856,0.719339,1011,2
9056,-0.941140,-0.678950,0.828459,1011,2
9057,-0.953308,-0.673182,0.936964,1011,2
9058,-0.964094,-0.666572,1.044620,1011,2
9059,-0.973536,-0.659125,1.151204,1011,2
9060,-0.981763,-0.650832,1.256535,1011,2
9061,-0.988885,-0.641675,1.360475,1011,2
9062,-0.994919,-0.631642,1.462904,1011,2
9063,-0.999777,-0.620731,1.563688,1011,2
9064,-1.003328,-0.608951,1.662666,1011,2
9065,-1.005471,-0.596322,1.759660,1011,2
9066,-1.006178,-0.582863,1.854495,1011,2
9067,-1.005481,-0.568589,1.947014,1011,2
9068,-1.003430,-0.553510,2.037088,1011,2
9069,-1.000040,-0.537636,2.124600,1011,2
9070,-0.995280,-0.520980,2.209434,1011,2
9071,-0.989088,-0.503561,2.291465,1011,2
9072,-0.981405,-0.485403,2.370555,1011,2
9073,-0.972206,-0.466532,2.446567,1011,2
9074,-0.961501,-0.446971,2.519372,1011,2
9075,-0.949321,-0.426744,2.588856,1011,2
9076,-0.935690,-0.405869,2.654916,1011,2
9077,-0.920611,-0.384369,2.717456,1011,2
9078,-0.904071,-0.362270,2.776377,1011,2
9079,-0.886050,-0.339599,2.831578,1011,2
9080,-0.866544,-0.316385,2.882958,1011,2
9081,-0.845567,-0.292658,2.930423,1011,2
9082,-0.823146,-0.268448,2.973886,1011,2
9083,-0.799313,-0.243782,3.013270,1011,2
9084,-0.774094,-0.218689,3.048508,1010,2
9085,-0.747778,-0.193395,3.079539,1010,2
9086,-0.720822,-0.167882,3.106313,1010,2
9087,-0.693382,-0.142066,3.128956,1010,2
9088,-0.665271,-0.115991,3.147632,1010,2
9089,-0.636189,-0.089727,3.162365,1010,2
9090,-0.605937,-0.063348,3.173065,1010,2
9091,-0.574533,-0.036909,3.179604,1010,2
9092,-0.542194,-0.010446,3.181895,1010,2
9093,-0.509196,0.016031,3.179925,1010,2
9094,-0.475728,0.042518,3.173738,1010,2
9095,-0.441817,0.069003,3.163383,1010,2
9096,-0.407370,0.095455,3.148879,1010,2
9097,-0.372283,0.121828,3.130208,1010,2
9098,-0.336542,0.148073,3.107333,1010,2
9099,-0.300247,0.174145,3.080239,1010,2
9100,-0.263561,0.200013,3.048951,1010,2
9101,-0.226623,0.225653,3.013530,1010,2
9102,-0.189490,0.251043,2.974053,1010,2
9103,-0.152144,0.276151,2.930585,1010,2
9104,-0.114545,0.300937,2.883168,1010,2
9105,-0.076684,0.325358,2.831833,1010,2
9106,-0.038623,0.349373,2.776617,1010,2
9107,-0.000468,0.372949,2.717578,1010,2
9108,0.037671,0.396060,2.654800,1010,2
9109,0.075722,0.418679,2.588382,1010,2
9110,0.113662,0.440780,2.518422,1010,2
9111,0.151488,0.462329,2.445006,1010,2
9112,0.189193,0.483292,2.368215,1010,2
9113,0.226730,0.503636,2.288131,1010,2
9114,0.264024,0.523331,2.204849,1010,2
9115,0.300990,0.542350,2.118476,1010,2
9116,0.337558,0.560672,2.029135,1010,2
9117,0.373685,0.578272,1.936951,1010,2
9118,0.409348,0.595128,1.842044,1010,2
9119,0.444525,0.611211,1.744533,1010,2
9120,0.479179,0.626497,1.644535,1010,2
9121,0.513252,0.640962,1.542175,1010,2
9122,0.546679,0.654586,1.437584,1010,2
9123,0.579399,0.667351,1.330905,1010,2
9124,0.611365,0.679241,1.222284,754,2
9125,0.642443,0.690234,1.111875,754,2
9126,0.672255,0.700309,0.999874,754,2
9127,0.700968,0.709511,0.886491,754,2
9128,0.728953,0.717823,0.771881,754,2
9129,0.756479,0.725183,0.656113,738,2
9130,0.783526,0.731650,0.539250,738,2
9131,0.810099,0.737190,0.421411,738,2
9132,0.836105,0.741785,0.302757,738,2
9133,0.861431,0.745424,0.183481,738,2
9134,0.886002,0.748098,0.063782,738,2
9135,0.909777,0.749800,-0.056161,738,2
9136,0.932737,0.750526,-0.176191,738,2
9137,0.954849,0.750275,-0.296167,738,2
9138,0.976060,0.749047,-0.415953,738,2
9139,0.996294,0.746845,-0.535407,738,2
9140,1.015470,0.743675,-0.654376,738,2
9141,1.033517,0.739543,-0.772703,738,2
9142,1.050380,0.734455,-0.890229,738,2
9143,1.066016,0.728417,-1.006800,738,2
9144,1.080390,0.721436,-1.122266,738,2
9145,1.093467,0.713520,-1.236483,738,2
9146,1.105207,0.704676,-1.349309,738,2
9147,1.115570,0.694915,-1.460602,738,2
9148,1.124516,0.684248,-1.570216,738,2
9149,1.132012,0.672688,-1.678012,738,2
9150,1.138029,0.660247,-1.783849,738,2
9151,1.142543,0.646938,-1.887589,738,2
9152,1.145534,0.632777,-1.989100,738,2
9153,1.146982,0.617779,-2.088252,738,2
9154,1.146870,0.601961,-2.184917,738,2
9155,1.145180,0.585339,-2.278970,738,2
9156,1.141900,0.567933,-2.370288,738,2
9157,1.137018,0.549762,-2.458752,738,2
9158,1.130528,0.530845,-2.544245,738,2
9159,1.122424,0.511205,-2.626654,738,2
9160,1.112705,0.490863,-2.705872,738,2
9161,1.101370,0.469841,-2.781791,738,2
9162,1.088420,0.448163,-2.854312,994,2
9163,1.073792,0.425851,-2.923329,994,2
9164,1.057170,0.402922,-2.988707,994,2
9165,1.038655,0.379452,-3.050290,994,2
9166,1.018587,0.355473,-3.107967,994,2
9167,0.997292,0.330987,-3.161711,994,2
9168,0.974900,0.305996,-3.211535,994,2
9169,0.951326,0.280518,-3.257419,994,2
9170,0.926394,0.254586,-3.299283,994,2
9171,0.899982,0.228243,-3.336995,994,2
9172,0.872110,0.201529,-3.370427,994,2
9173,0.842911,0.174474,-3.399489,994,2
9174,0.812544,0.147104,-3.424145,994,2
9175,0.781109,0.119445,-3.444394,994,2
9176,0.748617,0.091525,-3.460231,994,2
9177,0.715017,0.063380,-3.471632,994,2
9178,0.680264,0.035050,-3.478548,994,2
9179,0.644365,0.006576,-3.480927,994,2
9180,0.607384,-0.022005,-3.478730,994,2
9181,0.569414,-0.050660,-3.471943,994,2
9182,0.530537,-0.079357,-3.460574,994,2
9183,0.490801,-0.108063,-3.444638,994,2
9184,0.450223,-0.136741,-3.424151,1010,2
9185,0.408819,-0.165238,-3.399101,1010,2
9186,0.366864,-0.193520,-3.369483,1010,2
9187,0.324640,-0.221579,-3.335339,1010,2
9188,0.282311,-0.249405,-3.296746,1010,2
9189,0.239907,-0.276979,-3.253780,1010,2
9190,0.197362,-0.304266,-3.206496,1010,2
9191,0.154612,-0.331220,-3.154921,1010,2
9192,0.111669,-0.357788,-3.099077,1010,2
9193,0.068628,-0.383929,-3.039004,1010,2
9194,0.025626,-0.409609,-2.974775,1010,2
9195,-0.017226,-0.434800,-2.906490,1010,2
9196,-0.059884,-0.459475,-2.834260,1010,2
9197,-0.102356,-0.483600,-2.758183,1010,2
9198,-0.144665,-0.507135,-2.678345,1010,2
9199,-0.186797,-0.530041,-2.594821,1010,2
9200,-0.228688,-0.552279,-2.507697,1010,2
9201,-0.270240,-0.573818,-2.417078,1010,2
9202,-0.311361,-0.594633,-2.323088,1010,2
9203,-0.351989,-0.614699,-2.225861,1010,2
9204,-0.392099,-0.633990,-2.125532,1010,2
9205,-0.431680,-0.652475,-2.022225,1010,2
9206,-0.470712,-0.670125,-1.916063,1010,2
9207,-0.509146,-0.686910,-1.807171,1010,2
9208,-0.546911,-0.702805,-1.695684,1010,2
9209,-0.583931,-0.717790,-1.581749,1010,2
9210,-0.620147,-0.731845,-1.465523,1010,2
9211,-0.655519,-0.744952,-1.347163,1010,2
9212,-0.690023,-0.757092,-1.226827,1010,2
9213,-0.723632,-0.768242,-1.104666,1010,2
9214,-0.756309,-0.778386,-0.980834,1010,2
9215,-0.788001,-0.787506,-0.855488,1010,2
9216,-0.818649,-0.795590,-0.728795,1010,2
9217,-0.848204,-0.802625,-0.600925,1010,2
9218,-0.876625,-0.808603,-0.472053,1010,2
9219,-0.903886,-0.813512,-0.342351,1011,2
9220,-0.930354,-0.817625,-0.211980,1011,2
9221,-0.956494,-0.820758,-0.081093,1011,2
9222,-0.982297,-0.822809,0.050400,1011,2
9223,-1.007396,-0.823800,0.182544,1011,2
9224,-1.031345,-0.823771,0.315192,1011,2
9225,-1.053852,-0.822749,0.448072,1011,2
9226,-1.074874,-0.820744,0.580879,1011,2
9227,-1.094572,-0.817742,0.713359,1011,2
9228,-1.113148,-0.813710,0.845328,1011,2
9229,-1.130694,-0.808612,0.976646,1011,2
9230,-1.147133,-0.802427,1.107167,1011,2
9231,-1.162276,-0.795150,1.236705,979,2
9232,-1.175863,-0.786800,1.365005,979,2
9233,-1.187324,-0.777431,1.491544,979,2
9234,-1.197138,-0.767076,1.615768,979,2
9235,-1.206130,-0.755704,1.737483,979,2
9236,-1.214901,-0.743265,1.856663,979,2
9237,-1.223646,-0.729719,1.973333,979,2
9238,-1.232184,-0.715058,2.087511,979,2
9239,-1.240110,-0.699319,2.199177,979,2
9240,-1.246966,-0.682566,2.308265,979,2
9241,-1.252364,-0.664873,2.414670,979,2
9242,-1.256042,-0.646310,2.518264,979,2
9243,-1.257853,-0.626927,2.618911,979,2
9244,-1.257732,-0.606758,2.716477,979,2
9245,-1.255647,-0.585827,2.810839,979,2
9246,-1.251567,-0.564147,2.901885,979,2
9247,-1.245443,-0.541734,2.989509,979,2
9248,-1.237207,-0.518604,3.073612,979,2
9249,-1.226782,-0.494776,3.154099,979,2
9250,-1.214085,-0.470274,3.230874,979,2
9251,-1.199043,-0.445120,3.303848,979,2
9252,-1.181589,-0.419338,3.372930,979,2
9253,-1.161669,-0.392952,3.438034,979,2
9254,-1.139236,-0.365984,3.499078,979,2
9255,-1.114250,-0.338457,3.555984,979,2
9256,-1.086672,-0.310391,3.608678,979,2
9257,-1.056468,-0.281810,3.657089,1011,2
9258,-1.023373,-0.252749,3.701045,1011,2
9259,-0.986533,-0.223308,3.739879,1011,2
9260,-0.946742,-0.193551,3.772801,1011,2
9261,-0.905745,-0.163427,3.799676,1011,2
9262,-0.864988,-0.132830,3.820861,1011,2
9263,-0.824817,-0.101672,3.836846,1010,2
9264,-0.784480,-0.069972,3.847907,1010,2
9265,-0.743403,-0.038281,3.853981,1010,2
9266,-0.701380,-0.006381,3.854771,1010,2
9267,-0.658332,0.025597,3.850358,1010,2
9268,-0.614531,0.057530,3.840845,1010,2
9269,-0.570348,0.089370,3.826354,1010,2
9270,-0.525969,0.121113,3.807015,1010,2
9271,-0.481300,0.152747,3.782902,1010,2
9272,-0.436101,0.184235,3.753999,1010,2
9273,-0.390202,0.215517,3.720223,1010,2
9274,-0.343648,0.246533,3.681487,1010,2
9275,-0.296684,0.277240,3.637767,1010,2
9276,-0.249603,0.307617,3.589125,1010,2
9277,-0.202587,0.337651,3.535679,1010,2
9278,-0.155643,0.367319,3.477549,1010,2
9279,-0.108655,0.396580,3.414815,1010,2
9280,-0.061508,0.425379,3.347516,1010,2
9281,-0.014198,0.453656,3.275671,1010,2
9282,0.033153,0.481363,3.199326,1010,2
9283,0.080359,0.508465,3.118574,1010,2
9284,0.127270,0.534939,3.033547,1010,2
9285,0.173827,0.560759,2.944387,1010,2
9286,0.220053,0.585890,2.851226,1010,2
9287,0.265994,0.610292,2.754166,1010,2
9288,0.311649,0.633917,2.653300,1010,2
9289,0.356945,0.656727,2.548727,1010,2
9290,0.401759,0.678688,2.440573,1010,2
9291,0.445970,0.699775,2.328989,1010,2
9292,0.489502,0.719967,2.214141,1010,2
9293,0.532334,0.739237,2.096192,754,2
9294,0.574312,0.757547,1.975306,754,2
9295,0.614927,0.774862,1.851698,754,2
9296,0.654406,0.791239,1.725611,754,2
9297,0.693258,0.806651,1.597217,754,2
9298,0.731849,0.821007,1.466571,754,2
9299,0.770153,0.834225,1.333701,738,2
9300,0.807823,0.846391,1.198740,738,2
9301,0.844724,0.857541,1.061935,738,2
9302,0.880929,0.867636,0.923549,738,2
9303,0.916537,0.876647,0.783801,738,2
9304,0.951605,0.884539,0.642857,738,2
9305,0.986102,0.891293,0.500860,738,2
9306,1.019914,0.896897,0.357961,738,2
9307,1.052895,0.901349,0.214335,738,2
9308,1.084913,0.904651,0.070178,738,2
9309,1.115875,0.906803,-0.074307,738,2
9310,1.145723,0.907804,-0.218926,738,2
9311,1.174412,0.907653,-0.363498,738,2
9312,1.201894,0.906349,-0.507851,738,2
9313,1.228104,0.903893,-0.651813,738,2
9314,1.252966,0.900288,-0.795207,738,2
9315,1.276407,0.895539,-0.937851,738,2
9316,1.298362,0.889653,-1.079562,738,2
9317,1.318778,0.882636,-1.220156,738,2
9318,1.337610,0.874495,-1.359453,674,2
9319,1.354994,0.865252,-1.497127,674,2
9320,1.371327,0.854909,-1.632864,674,2
9321,1.386883,0.843435,-1.766687,674,2
9322,1.401687,0.830852,-1.898555,674,2
9323,1.415638,0.817186,-2.028368,674,2
9324,1.428573,0.802467,-2.155994,674,2
9325,1.440316,0.786727,-2.281292,674,2
9326,1.450697,0.769999,-2.404112,674,2
9327,1.459565,0.752313,-2.524306,674,2
9328,1.466782,0.733698,-2.641725,674,2
9329,1.472225,0.714180,-2.756221,674,2
9330,1.475776,0.693784,-2.867648,674,2
9331,1.477324,0.672534,-2.975863,674,2
9332,1.476758,0.650452,-3.080723,674,2
9333,1.473971,0.627561,-3.182091,674,2
9334,1.468858,0.603885,-3.279831,674,2
9335,1.461317,0.579447,-3.373812,674,2
9336,1.451249,0.554269,-3.463905,674,2
9337,1.438560,0.528376,-3.549985,674,2
9338,1.423155,0.501790,-3.631931,674,2
9339,1.404945,0.474534,-3.709625,674,2
9340,1.383846,0.446633,-3.782951,674,2
9341,1.359772,0.418109,-3.851799,674,2
9342,1.332644,0.388986,-3.916061,674,2
9343,1.302386,0.359287,-3.975633,930,2
9344,1.268385,0.329008,-4.030365,994,2
9345,1.230394,0.298239,-4.080018,994,2
9346,1.189968,0.267146,-4.123414,994,2
9347,1.149388,0.235569,-4.160834,994,2
9348,1.109736,0.203421,-4.193008,994,2
9349,1.070577,0.170693,-4.220515,994,2
9350,1.030555,0.137471,-4.243451,994,2
9351,0.988424,0.103896,-4.261458,994,2
9352,0.943799,0.070096,-4.274013,994,2
9353,0.897219,0.036140,-4.280765,994,2
9354,0.849635,0.002037,-4.281690,994,2
9355,0.801755,-0.032228,-4.277021,994,2
9356,0.753684,-0.066655,-4.267035,994,2
9357,0.705004,-0.101201,-4.251864,994,2
9358,0.655168,-0.135790,-4.231440,994,2
9359,0.603885,-0.170339,-4.205574,994,2
9360,0.551273,-0.204783,-4.174106,994,2
9361,0.497724,-0.239082,-4.136998,994,2
9362,0.443636,-0.273216,-4.094348,1010,2
9363,0.389198,-0.307150,-4.046311,1010,2
9364,0.334390,-0.340670,-3.992990,1010,2
9365,0.279430,-0.373796,-3.934433,1010,2
9366,0.224416,-0.406492,-3.870686,1010,2
9367,0.169435,-0.438727,-3.801791,1010,2
9368,0.114571,-0.470464,-3.727811,1010,2
9369,0.059903,-0.501664,-3.648827,1010,2
9370,0.005494,-0.532285,-3.564936,1010,2
9371,-0.048609,-0.562286,-3.476244,1010,2
9372,-0.102375,-0.591621,-3.382859,1010,2
9373,-0.155773,-0.620247,-3.284889,1010,2
9374,-0.208764,-0.648120,-3.182449,1010,2
9375,-0.261295,-0.675197,-3.075657,1010,2
9376,-0.313305,-0.701439,-2.964643,1010,2
9377,-0.364733,-0.726808,-2.849544,1010,2
9378,-0.415522,-0.751267,-2.730508,1010,2
9379,-0.465627,-0.774783,-2.607683,1010,2
9380,-0.515003,-0.797320,-2.481225,1010,2
9381,-0.563602,-0.818843,-2.351290,1010,2
9382,-0.611372,-0.839321,-2.218039,1010,2
9383,-0.658254,-0.858722,-2.081640,1010,2
9384,-0.704188,-0.877019,-1.942271,1010,2
9385,-0.749118,-0.894184,-1.800109,1010,2
9386,-0.792994,-0.910193,-1.655342,1010,2
9387,-0.835768,-0.925022,-1.508156,1010,2
9388,-0.877394,-0.938646,-1.358741,1010,2
9389,-0.917823,-0.951045,-1.207290,1011,2
9390,-0.957305,-0.962415,-1.053993,1011,2
9391,-0.996506,-0.972842,-0.899030,1011,2
9392,-1.035723,-0.982021,-0.742391,1011,2
9393,-1.074599,-0.989945,-0.583894,1011,2
9394,-1.112538,-0.996661,-0.423601,1011,2
9395,-1.149039,-1.002207,-0.261794,1011,2
9396,-1.183911,-1.006598,-0.098852,1011,2
9397,-1.217282,-1.009821,0.064878,1011,2
9398,-1.249427,-1.011830,0.229139,979,2
9399,-1.279546,-1.012633,0.393295,979,2
9400,-1.307972,-1.012251,0.556381,979,2
9401,-1.336030,-1.010621,0.717898,979,2
9402,-1.364954,-1.007639,0.877761,979,2
9403,-1.395360,-1.003205,1.036041,979,2
9404,-1.427193,-0.997271,1.192829,979,2
9405,-1.459920,-0.989856,1.348164,979,2
9406,-1.492818,-0.981037,1.502009,979,2
9407,-1.525208,-0.970921,1.654256,979,2
9408,-1.556591,-0.959613,1.804742,979,2
9409,-1.586672,-0.947194,1.953283,979,2
9410,-1.615312,-0.933718,2.099690,979,2
9411,-1.642452,-0.919213,2.243783,979,2
9412,-1.668054,-0.903693,2.385399,979,2
9413,-1.692053,-0.887168,2.524385,983,2
9414,-1.714375,-0.869635,2.660603,983,2
9415,-1.735054,-0.851004,2.793934,983,2
9416,-1.753795,-0.831448,2.924247,983,2
9417,-1.770633,-0.811012,3.051401,983,2
9418,-1.785625,-0.789715,3.175274,983,2
9419,-1.798762,-0.767561,3.295755,983,2
9420,-1.809948,-0.744559,3.412733,983,2
9421,-1.819014,-0.720720,3.526095,983,2
9422,-1.825747,-0.696068,3.635722,983,2
9423,-1.829925,-0.670630,3.741489,983,2
9424,-1.831338,-0.644437,3.843268,983,2
9425,-1.829798,-0.617516,3.940927,983,2
9426,-1.825139,-0.589895,4.034339,983,2
9427,-1.817212,-0.561598,4.123376,979,2
9428,-1.805876,-0.532642,4.207917,979,2
9429,-1.791256,-0.502867,4.287875,979,2
9430,-1.773032,-0.472451,4.363153,979,2
9431,-1.751283,-0.441457,4.433643,979,2
9432,-1.726195,-0.409911,4.499263,979,2
9433,-1.697939,-0.377817,4.559952,979,2
9434,-1.666614,-0.345178,4.615660,979,2
9435,-1.632244,-0.311999,4.666341,979,2
9436,-1.594791,-0.278296,4.711949,979,2
9437,-1.554194,-0.244093,4.752437,979,2
9438,-1.510391,-0.209420,4.787751,979,2
9439,-1.463340,-0.174309,4.817839,979,2
9440,-1.413018,-0.138788,4.842649,979,2
9441,-1.359422,-0.102886,4.862130,979,2
9442,-1.302561,-0.066628,4.876241,979,2
9443,-1.242445,-0.030037,4.884940,979,2
9444,-1.179087,0.006861,4.888195,979,2
9445,-1.112498,0.044044,4.885973,978,2
9446,-1.042787,0.081416,4.878254,1010,2
9447,-0.968643,0.118753,4.864274,1010,2
9448,-0.890407,0.155850,4.842470,1010,2
9449,-0.811570,0.192652,4.812131,1010,2
9450,-0.736123,0.229433,4.773982,1010,2
9451,-0.665890,0.266512,4.729506,1010,2
9452,-0.599675,0.304028,4.679945,1010,2
9453,-0.534422,0.341818,4.625639,1010,2
9454,-0.467395,0.379495,4.566036,1010,2
9455,-0.397835,0.416668,4.500255,1010,2
9456,-0.327119,0.453135,4.427764,1010,2
9457,-0.257534,0.488938,4.348721,1010,2
9458,-0.190658,0.524254,4.263820,1010,2
9459,-0.126443,0.559219,4.173816,1010,2
9460,-0.063500,0.593811,4.079082,1010,2
9461,-0.000201,0.627849,3.979486,1010,2
9462,0.064218,0.661101,3.874614,1010,2
9463,0.129274,0.693405,3.764152,1010,2
9464,0.193714,0.724732,3.648147,1010,2
9465,0.256414,0.755152,3.527006,1010,2
9466,0.317063,0.784746,3.401263,1010,2
9467,0.376215,0.813517,3.271311,1010,2
9468,0.434775,0.841377,3.137261,754,2
9469,0.492405,0.868136,2.999101,754,2
9470,0.549159,0.893813,2.856884,754,2
9471,0.605236,0.918398,2.710757,754,2
9472,0.660770,0.941816,2.560867,754,2
9473,0.715683,0.963990,2.407367,754,2
9474,0.769734,0.984876,2.250456,738,2
9475,0.822676,1.004535,2.090406,738,2
9476,0.874570,1.023077,1.927526,738,2
9477,0.925857,1.040413,1.762058,738,2
9478,0.976802,1.056479,1.594151,738,2
9479,1.027431,1.071222,1.423923,738,2
9480,1.077561,1.084611,1.251528,738,2
9481,1.126927,1.096635,1.077185,738,2
9482,1.175308,1.107288,0.901160,738,2
9483,1.222582,1.116567,0.723723,738,2
9484,1.268711,1.124459,0.545121,738,2
9485,1.313678,1.130955,0.365567,738,2
9486,1.357438,1.136041,0.185252,674,2
9487,1.400028,1.139723,0.004486,674,2
9488,1.442343,1.142048,-0.175807,674,2
9489,1.485265,1.142870,-0.355832,674,2
9490,1.529056,1.142205,-0.535683,674,2
9491,1.573673,1.140077,-0.715308,674,2
9492,1.618911,1.136521,-0.894578,674,2
9493,1.664506,1.131574,-1.073328,674,2
9494,1.710195,1.125279,-1.251377,674,2
9495,1.755746,1.117677,-1.428539,674,2
9496,1.800959,1.108802,-1.604623,674,2
9497,1.845656,1.098686,-1.779437,674,2
9498,1.889675,1.087355,-1.952788,674,2
9499,1.932862,1.074834,-2.124484,674,2
9500,1.975063,1.061146,-2.294335,546,0
9501,2.016093,1.046329,-2.462121,546,0
