M,P,option,depth,num_deleted,num_remaining_relu,deleted_set_str,is_leaf,is_rejected,reject_reason,parent_set_str,added_relu,num_clusters,edge_types,weighted_edges_total,num_self_absorbed_edges,num_fixed_nodes,fixed_collision,num_scc_ge3,largest_scc_size,cycle_penalty_ge3,is_minimal_num_clusters
20,10,_original_nint128_seed6,1,1,9,0,False,False,,,0,26.0,49.0,1023.0,6.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed6,1,1,9,1,False,False,,,1,28.0,54.0,922.0,3.0,5.0,False,1.0,28.0,28.0,False
20,10,_original_nint128_seed6,1,1,9,2,False,False,,,2,22.0,42.0,1036.0,9.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed6,1,1,9,3,False,False,,,3,28.0,56.0,1117.0,3.0,5.0,False,1.0,28.0,28.0,False
20,10,_original_nint128_seed6,1,1,9,4,False,False,,,4,26.0,56.0,1096.0,3.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed6,1,1,9,5,False,False,,,5,22.0,40.0,998.0,10.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed6,1,1,9,7,False,False,,,7,26.0,53.0,1055.0,4.0,5.0,False,1.0,26.0,26.0,False
20,10,_original_nint128_seed6,1,1,9,8,False,False,,,8,24.0,46.0,870.0,8.0,5.0,False,1.0,24.0,24.0,False
20,10,_original_nint128_seed6,1,1,9,9,False,False,,,9,22.0,46.0,1019.0,7.0,5.0,False,1.0,22.0,22.0,False
20,10,_original_nint128_seed6,2,2,8,0;2,False,False,,2,0,20.0,36.0,917.0,16.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed6,2,2,8,1;2,False,False,,2,1,20.0,37.0,817.0,12.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed6,2,2,8,2;3,False,False,,2,3,20.0,39.0,1012.0,12.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed6,2,2,8,2;4,False,False,,2,4,18.0,39.0,991.0,12.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed6,2,2,8,2;5,False,False,,5,2,16.0,27.0,893.0,19.0,5.0,False,1.0,16.0,16.0,False
20,10,_original_nint128_seed6,2,2,8,2;7,False,False,,2,7,18.0,36.0,950.0,13.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed6,2,2,8,2;8,False,False,,2,8,19.0,34.0,764.0,18.0,5.0,False,1.0,19.0,19.0,False
20,10,_original_nint128_seed6,2,2,8,2;9,False,False,,2,9,14.0,29.0,914.0,16.0,5.0,False,1.0,14.0,14.0,False
20,10,_original_nint128_seed6,2,2,8,0;9,False,False,,9,0,18.0,37.0,899.0,14.0,5.0,False,1.0,18.0,18.0,False
20,10,_original_nint128_seed6,2,2,8,1;9,False,False,,9,1,20.0,41.0,800.0,10.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed6,2,2,8,4;9,False,False,,9,4,20.0,44.0,974.0,10.0,5.0,False,1.0,20.0,20.0,False
20,10,_original_nint128_seed6,2,2,8,5;9,False,False,,5,9,16.0,30.0,876.0,17.0,5.0,False,1.0,16.0,16.0,False
20,10,_original_nint128_seed6,2,2,8,7;9,False,False,,9,7,20.0,42.0,933.0,11.0,5.0,False,1.0,20.0,20.0,False
